,post_type,post_status,post_id,custom_todofuken_no,tax_todofuken,custom_sortorder,post_title,custom_postalcode,custom_address,custom_memo_available_datetime,custom_phone,custom_website,tax_is_open_sunday,tax_is_open_holiday,社内メモ,追加日
,medical-institution,publish,77701448,21,岐阜,1,早崎レディースクリニック,500-8877,岐阜市雲雀町1-21-1,"○月・火・金  9:30～ 12:30,16:00～18:00
○水・土  9:30～12:30",058-263-1492,,,,,
,medical-institution,publish,77701449,21,岐阜,1,"医療法人社団  真和会
マナベ産婦人医院",501-0123,岐阜市鏡島2-19-5,"月火水金 9：00～18：00  木土
9：00～12：00",058-253-3335,,,,,
,medical-institution,publish,77701450,21,岐阜,1,石原産婦人科,501-3146,岐阜市芥見嵯峨2丁目145,"8:00～17:00（曜日問わず）  夜
の問い合わせも可",058-241-3535,https://ishihara-sanfujinka.com/,,,,
,medical-institution,publish,77701451,21,岐阜,1,髙橋産婦人科,500-8818,岐阜市梅ケ枝町3丁目41-3,"平日（木は午前中）9:00～12:00 16:00～19:00  土9:00～12:00
14:00～16:00",058-263-5726,https://takahashi-ladies.jp/,,,,
,medical-institution,publish,77701452,21,岐阜,1,真鍋産婦人科,500-8847,岐阜市金宝町1-11,"平日  9:00～12：00,14:00～ 17:00
木、土  9:00～12：00",058-262-3224,,,,,
,medical-institution,publish,77701453,21,岐阜,1,古田産科婦人科クリニック,500-8842,岐阜市金町7丁目3,"平日 8:30-19:00（水曜日のみ 8:30-12:00）    土曜日 8:30-
16:00",058-265-2395,http://furuta-ob-gyn-clinic.la.coocan.jp/,,,,
,medical-institution,publish,77701454,21,岐阜,1,宮崎レディスクリニック,500-8474,岐阜市加納本町3の5,"月・水・金9：00～12：00、17： 00～19：00  火9：00～12：00、
16：00～17：30  土9：00～12：00",058-271-3344,http://www.miyazaki-ob-gy.jp/,,,,
,medical-institution,publish,77701455,21,岐阜,1,西岐阜産婦人科医院,500-8381,岐阜市市橋5-3-9,"平日  9:30～12：30  15:30～ 18:30
（木曜日は午前中のみ、但しかな
りの緊急時、受診可能の場合、時間外料金になります）",058-272-3881,http://www.nishigifu-maternity.jp/,,,,
,medical-institution,publish,77701456,21,岐阜,1,小倉医院,502-0047,岐阜市長良葵町1丁目2番地の3,"平日、土曜日  8:30～ 13:00,17:00～19:30
祝日休日  8:30～12:00 第3日曜
休診",058-231-1573,,,,,
,medical-institution,publish,77701457,21,岐阜,1,医療法人高井外科,502-0857,岐阜市正木1978-72,平日（木曜以外）9：00～17：00、土9：00～13：00,058-232-6055,http://takailadies.net,,,,
,medical-institution,publish,77701458,21,岐阜,1,宮﨑千惠婦人クリニック,502-0071,岐阜市長良1972-5,"月・火・木・金9：00～18：15
土9：00～12：00  休日でも電話対応にて可能",058-233-5553,なし,,,,
,medical-institution,publish,77701459,21,岐阜,1,かとうマタニティークリニック,501-3132,岐阜市芥見長山3-94-2,"365日可能  全日24時間電話対応
診療時間外は電話で予約",058-241-3332,https://www.gifubaby.jp/,◯,◯,,
,medical-institution,publish,77701460,21,岐阜,1,基生会おおのレディースクリニック,502-0901,岐阜市光町1-44,"平日9：30～12：30、16：00～
19：00  土、日9：30～12：30",058-233-0201,https://ohno-lc.com/,,,,
,medical-institution,publish,77701461,21,岐阜,1,レディースクリニックまぶち,502-0881,岐阜市正木北町12番10号,"月・火・水・金・土  9:30～ 12:30,17:00～20:00
木  9:30～12:30",058-297-1103,http://www.lc-mabuchi.or.jp/,,,,
,medical-institution,publish,77701462,21,岐阜,1,社会医療法人蘇西厚生会松波総合病院,501-6062,羽島郡笠松町田代185-1,8:00～11:30（平日のみ）,058-388-0111,https://www.matsunami-hsp.or.jp/,,,,
,medical-institution,publish,77701463,21,岐阜,1,岐阜・西濃医療センター岐北厚生病院,501-2105,山県市高富1187-3,"月・火・木曜日  10：30～11：30
（予約制）",0581-22-1811,http://www.gihoku.gfkosei.or.jp/,,,,
,medical-institution,publish,77701464,21,岐阜,1,大橋クリニック,509-0141,各務原市鵜沼各務原町5-171,"月・水・金  9：00～12：00 17：00～19：00
火・木・土        17：00～19：00",058-370-5350,,,,,
,medical-institution,publish,77701465,21,岐阜,1,医療法人  四葉会  永田産婦人科,504-0968,各務原市那加西野町190番地,"月・火・水・金  9：00～12：00 15：30～18：00
木        9：00～12：00
土        9：00～13：00",058-382-0058,http://www.nagataclinic.jp/,,,,
,medical-institution,publish,77701466,21,岐阜,1,"モアレディースクリニッ
ク",501-0456,本巣郡北方町高屋条里3-90,"月・火・木・金  9：00～19：00
水・土          9：00～12：00",058-320-0311,https://www.morelady.jp,,,,
,medical-institution,publish,77701467,21,岐阜,1,横山産院,504-0831,各務原市蘇原瑞穂町2-60-1,"月・火・木・金  9：00～12：00 15：00～18：00
水・土・日        9：00～12：00",058-389-0311,,,,,
,medical-institution,publish,77701468,21,岐阜,1,横山クリニック,504-0011,各務原市那加北洞町1-414-1,"診療時間内
月・火・木・金  9：00～12：00 15：00～18：00
水・土        9：00～12：00",058-371-1211,https://itp.ne.jp/info/210102550300000899/,,,,
,medical-institution,publish,77701469,21,岐阜,1,大垣市民病院,503-8502,大垣市南頬町4丁目86番地,24時間,0584-81-3341,https://www.ogaki-mh.jp/,◯,◯,,
,medical-institution,publish,77701470,21,岐阜,1,いびレディースクリニック,501-0619,揖斐郡揖斐川町三輪719-1,"平日  9:00～12:00
16:30～19:00土日  9:00～12:00",0585-23-0050,http://www.ibi-lc.or.jp/,,,,
,medical-institution,publish,77701471,21,岐阜,1,クリニックママ,503-0807,大垣市今宿3丁目34-1,"平日  8:30～12:00、16:00～ 17:30
土    8:30～12:00、13:00～ 15:00
（受け付けは診療終了の３０分前）",0584-73-5111,http://www.clinicmama.jp/,,,,
,medical-institution,publish,77701472,21,岐阜,1,山岸マタニティクリニック,503-0876,大垣市俵町133,月～土  診療時間内,0584-75-5688,,,,,
,medical-institution,publish,77701473,21,岐阜,1,もりレディースクラブクリニック,503-0021,大垣市河間町1-13,"月火木金  9:00～12:00、16:30～ 19:00
水        9:00～12:00
土        9:00～13:00",0584-74-1888,,,,,
,medical-institution,publish,77701474,21,岐阜,1,児玉レディスクリニック,503-0889,大垣市高砂町1-31,"月火木金  9:00～12:30、16:00～ 19:00
水         9:00～12:30
土         9:00～12:30",0584-82-1155,,,,,
,medical-institution,publish,77701475,21,岐阜,1,小坂井レディスクリニック,503-0652,海津市馬目393-3,月火木金土  9:00～18:00,0584-53-3388,,,,,
,medical-institution,publish,77701476,21,岐阜,1,市川外科,503-0976,大垣市南若森町328,"曜日により異なるためHP参照木日  休診
土    対応可",0584-75-5078,http://ichikawa-geka.com,,,,
,medical-institution,publish,77701477,21,岐阜,1,高田医院,503-2305,安八郡神戸町神戸468番地,"月火水金  9:00～12:00、16:00～ 19:00
木         9:00～12:00
土         9:00～12:00、15:00～18:00",0584-27-2015,http://www.takadaiin.com,,,,
,medical-institution,publish,77701478,21,岐阜,1,"岐阜県厚生農業協同組合
連合会  中濃厚生病院",501-3802,関市若草通5-1,24時間,0575-22-2211,http://www.chuno.gfkosei.or.jp,◯,◯,,
,medical-institution,publish,77701479,21,岐阜,1,鷲見病院,501-5121,郡上市白鳥町白鳥2-1,婦人科の診察なし,0575-82-3151,http://sumihosp.or.jp/,,,,
,medical-institution,publish,77701480,21,岐阜,1,郡上市民病院,501-4222,郡上市八幡町島谷1261番地,平日8：30～17：30,0575-67-1611,http://www.gujo-hospital.jp/,,,,
,medical-institution,publish,77701481,21,岐阜,1,桜台医院,501-3931,関市桜台1-6-6,"平日 9:00-12:00 16:00-18:00
土曜 9:00-12:00",0575-24-4100,なし,,,,
,medical-institution,publish,77701482,21,岐阜,1,"せきレディースクリニッ
ク",501-3255,関市段下28-2,"月、火、木、金曜 8:30-19:00
水、土曜 8:30-12:00",0575-22-5553,https://seki-ladies.jp/,,,,
,medical-institution,publish,77701483,21,岐阜,1,"社会医療法人厚生会  木
沢記念病院",505-8503,美濃加茂市古井町下古井590,"月～土：8:30～17:00
緊急の場合24時間・要連絡",0574-25-2181,http://kizawa-memorial-hospital.jp,,,,
,medical-institution,publish,77701484,21,岐阜,1,とまつレディースクリニック,509-0214,可児市広見2097,"原則診療時間
月、火、木、金  9:00-12:00
16:30-18:30
水、土  9:00-12:00",0574-61-1138,https://www.tomatsu-lc.com,,,,
,medical-institution,publish,77701485,21,岐阜,1,ローズベルクリニック,509-0203,可児市下恵土2975番地1,２４時間対応可,0574-60-3355,https://www.rosebell.jp/,◯,◯,,
,medical-institution,publish,77701486,21,岐阜,1,酒向産婦人科,509-0207,可児市今渡1886,"平日（水、金）  9:00～12:00平日（月、火、木）9:00～12:00
17:00～19:00
土曜日  9:00～12:00",0574-62-3111,,,,,
,medical-institution,publish,77701487,21,岐阜,1,"中西ウィメンズクリニッ
ク",507-0024,多治見市大正町1丁目45番地,"平日  9:30～19:00
木曜日、土曜日  9:30～12:30",0572-25-8882,http://www.n-w-c.jp/,,,,
,medical-institution,publish,77701488,21,岐阜,1,西尾産婦人科,509-5136,土岐市泉大島町2-26-2,"平日  9:00～12:00、16:00～ 19:00
木曜日、土曜日  9:00～12:00",0572-55-1211,http://nishiogyne.com/,,,,
,medical-institution,publish,77701489,21,岐阜,1,塚田レディースクリニック,509-6115,瑞浪市北小田町2-293,"月曜日、火曜日、金曜日  8:40～ 11:30、16:40～18:30
水曜日、木曜日、土曜日  8:40～
11:30",0572-66-1103,,,,,
,medical-institution,publish,77701490,21,岐阜,1,"総合病院  中津川市民病
院",508-8502,中津川市駒場1522番地の1,"平日9：00～17：00
（受付時間  8：15～11：30）",0573-66-1251,http://nakatsugawa-hp.jp/,,,,
,medical-institution,publish,77701491,21,岐阜,1,市立恵那病院,509-7201,恵那市大井町2725番地,"平日8：30～17：00
土曜8：30～12：30",0573-26-2121,https://enahosp.jp,,,,
,medical-institution,publish,77701492,21,岐阜,1,林メディカルクリニック,508-0038,中津川市新町5-6,"平日（水除く）9：00～18：00
水・土曜  9：00～12：00",0573-65-2007,http://www.hayashi-mc.jp/,,,,
,medical-institution,publish,77701493,21,岐阜,1,"地方独立行政法人
岐阜県立下呂温泉病院",509-2292,下呂市森2211,２４時間,0576-23-2222,https://www.gero-hp.jp/,◯,◯,,
,medical-institution,publish,77701494,21,岐阜,1,黒木医院,509-2202,下呂市森2456,"月・火・水・金 9:00-12:00
16:00-18:00
土 9:00-12:00",0576-24-1303,,,,,
,medical-institution,publish,77701495,21,岐阜,1,河合医院,509-4235,飛騨市古川町弐之町2の17,"平日9:00-12:00 15:00-18:00
（木曜9:00-11:30）土曜祝日9:00-12:00",0577-74-1333,,,,,
,medical-institution,publish,77701496,21,岐阜,1,しま医院,502-0906,岐阜市池ノ上4-74,"平日8:30-12:00,16:00-19:00土曜8:30-12:00,15:00-17:00",058-233-8732,https://www.shima-iin.com/,,,,
,medical-institution,publish,77701497,22,静岡,1,臼井医院,415-0022,下田市2丁目3-27,"平日9時～17時土9時～12時
時間外・休診日・祝日・日曜は電話にて要相談",0558-22-1221,,,,,
,medical-institution,publish,77701498,22,静岡,1,伊豆今井浜病院,413-0503,賀茂郡河津町見高178,"火・木9時～11時30分
水・金9時～11時30分、13時～16時",0558-34-1123,https://izuimaihama.jadecom.or.jp/,,,,
,medical-institution,publish,77701499,22,静岡,1,伊東市民病院,414-0055,伊東市岡196-1,24時間対応可能,0557-37-2626,http://www.ito-shimin-hp.jp/,◯,◯,,
,medical-institution,publish,77701500,22,静岡,1,上山レディースクリニック,414-0051,伊東市吉田573-3,8時～12時,0557-45-8103,https://ueyamasanfujinka.com/,,,,
,medical-institution,publish,77701501,22,静岡,1,佐藤産婦人科医院,414-0005,伊東市松原湯端町3-18,月・水・金9時～12時、15時～17時土9時～12時,0557-37-5321,,,,,
,medical-institution,publish,77701502,22,静岡,1,井関マタニティクリニック,410-0881,沼津市八幡町115,"平日8時～11時30分、13時30分～15時30分
水午後・土・日・祝日休診",055-952-4103,,,,,
,medical-institution,publish,77701503,22,静岡,1,岩端医院,410-0801,沼津市大手町3-2-19,月・火・木・金9時～12時、14時～18時水・土9時～12時,055-962-1368,http://www.iwahata.jp,,,,
,medical-institution,publish,77701504,22,静岡,1,かぬき岩端医院,410-0822,沼津市下香貫前原1479-3,月・火・水・金8時45分～18時木・土8時45分～11時30分,055-932-8189,https://www.kanuki-iwahata.com/,,,,
,medical-institution,publish,77701505,22,静岡,1,かまたクリニック,411-0033,三島市文教町1-1-35,"月・火・木・金9時～12時、14時30分～ 17時30分
土9時～12時",055-988-2488,http://www.kamata-lc.com/wp/,,,,
,medical-institution,publish,77701506,22,静岡,1,田中産婦人科医院,411-0858,三島市中央町6-23,月・水・金9時～12時、14時～17時火・木・土9時～12時,055-971-3541,http://www.tanaka-og.jp/,,,,
,medical-institution,publish,77701507,22,静岡,1,三島レディースクリニック,411-0841,三島市南本町15-35,"平日（火除く）8時30分～12時、15時～ 17時30分
土・火8時30分～12時",055-991-0770,https://shizuoka-lc.net/,,,,
,medical-institution,publish,77701508,22,静岡,1,裾野赤十字病院,410-1118,裾野市佐野713,月～木  8時15分～11時,055-992-0008,http://www.susono-jrc.jp/,,,,
,medical-institution,publish,77701509,22,静岡,1,かやま産婦人科医院,410-1101,裾野市岩波124-2,"月・金8時30分～12時、14時～17時30分火・水8時30分～12時、14時～17時
土8時30分～12時30分木・日・祭日休診",055-997-3551,http://www.kayama-clinic.or.jp,,,,
,medical-institution,publish,77701510,22,静岡,1,ごとうレディースクリニック,410-1123,裾野市伊豆島田834-2,"月～金8時30分～11時30分、14時～16時 30分
土8時30分～11時30分",055-992-7111,http://www.goto-ladies.jp,,,,
,medical-institution,publish,77701511,22,静岡,1,矢田レディースクリニック,410-2302,伊豆の国市宗光寺925-1,平日9時～12時、15時～18時木・土9時～12時,0558-76-4550,,,,,
,medical-institution,publish,77701512,22,静岡,1,三島マタニティクリニック,419-0123,田方郡函南長間宮451,月～土  8時30分～12時30分,055-979-0192,,,,,
,medical-institution,publish,77701513,22,静岡,1,島田産婦人科医院,411-0907,駿東郡清水町伏見38-1,"平日9時～17時30分木9時～12時
土9時～12時",055-972-6100,https://www.shimada-obgyn.com/,,,,
,medical-institution,publish,77701514,22,静岡,1,前川産婦人科クリニック,411-0933,駿東郡長泉町下長窪988-11,月・火・水・金8時30分～18時木・土8時30分～12時,055-999-6300,,,,,
,medical-institution,publish,77701515,22,静岡,1,博愛堂医院,412-0045,御殿場市川島田545-3,平日9時～18時土9時～12時,0550-82-0316,,,,,
,medical-institution,publish,77701516,22,静岡,1,富士宮市立病院,418-0076,富士宮市錦町3-1,対応可能時間帯に制限無し,0544-27-3151,https://fujinomiya-hp.jp,◯,◯,,
,medical-institution,publish,77701517,22,静岡,1,天神産婦人科医院,418-0063,富士宮市若の宮町398,"日・火・木・金8時30分～12時、14時30分～17時30分
水・土8時30分～12時",0544-24-1322,,,,,
,medical-institution,publish,77701518,22,静岡,1,坂東レディースクリニック,418-0021,富士宮市杉田1016-7,"月・火・木9時～12時、14時～17時水9時～12時
金9時～12時、14時～18時土9時～15時",0544-28-5800,https://www.bando-ladies-clinic.jp/,,,,
,medical-institution,publish,77701519,22,静岡,1,池田産婦人科医院,417-0862,富士市石坂415-15,平日9時～18時土9時～12時,0545-21-2228,,,,,
,medical-institution,publish,77701520,22,静岡,1,窪田レディースクリニック,416-0916,富士市平垣100-6,月・火・木・金8時30分～18時水・土8時30分～12時,0545-65-7077,http://www.kubota-ladies.jp/index.html,,,,
,medical-institution,publish,77701521,22,静岡,1,武田産婦人科医院,416-0945,富士市宮島330-7,月・火・木・金8時30分～17時水・土8時30分～12時,0545-63-5122,,,,,
,medical-institution,publish,77701522,22,静岡,1,たむらレディースクリニック,416-0951,富士市米之宮町250,"月・火・土8時30分～11時30分、14時30分～16時30分
水8時30分～11時30分、14時30分～17時 30分
金8時30分～11時30分",0545-65-7777,,,,,
,medical-institution,publish,77701523,22,静岡,1,長谷川産婦人科医院,417-0051,富士市吉原5-3-18,"月・火・木・金8時30分～12時30分、15時～18時
水8時30分～12時30分土8時30分～14時
祝日は曜日毎の診療",0545-53-7575,https://hasegawa-sanfujinka.com/,,,,
,medical-institution,publish,77701524,22,静岡,1,船津クリニック,416-0955,富士市川成新町295,"月～水・金10時～13時、15時～18時木・土10時～13時
いずれも休日除く",0545-65-7272,http://www.funatsuclinic.com,,,,
,medical-institution,publish,77701525,22,静岡,1,宮崎クリニック,416-0909,富士市松岡300-15,月・火・水・金9時～12時、15時～18時土9時～12時,0545-66-3731,http://www.miyazaki-cl.com,,,,
,medical-institution,publish,77701526,22,静岡,1,望月産婦人科医院,417-0847,富士市比奈1-856,"平日9時～12時30分、14時30分～17時30分
木・土9時～12時30分",0545-34-0445,,,,,
,medical-institution,publish,77701527,22,静岡,1,JA静岡厚生連静岡厚生病院,420-8623,静岡市葵区北番町23,平日8時30分～17時,054-271-7177,http://www.ja-shizuoka.or.jp/,,,,
,medical-institution,publish,77701528,22,静岡,1,静岡県立総合病院,420-8527,静岡市葵区北安東4-27-1,24時間対応,054-247-6111,http://www.shizuoka-pho.jp/sogo/,◯,◯,,
,medical-institution,publish,77701529,22,静岡,1,静岡市立静岡病院,420-8630,静岡市葵区追手町10-93,平日8時30分～17時15分,054-253-3125,https://www.shizuokahospital.jp/,,,,
,medical-institution,publish,77701530,22,静岡,1,静岡赤十字病院,420-0853,静岡市葵区追手町8-2,24時間対応可（性犯罪による診療のみ対応可）,054-254-4311,https://www.shizuoka-med.jrc.or.jp,△,△,,
,medical-institution,publish,77701531,22,静岡,1,今井産科婦人科クリニック,420-0004,静岡市葵区末広町117-1,"電話対応は24時間可
月・水・金9時～12時、15時～18時火・土9時～12時",054-275-0341,https://www.imai-3f.com/,,,,
,medical-institution,publish,77701532,22,静岡,1,静岡中央クリニック,420-0857,静岡市葵区御幸町6-11一瀬ビル6F,"開院日9時30分～18時
※休診日不定",054-221-1178,http://www.chuoh-clinic-beauty.com/,,,,
,medical-institution,publish,77701533,22,静岡,1,静岡レディースクリニック,420-0837,静岡市葵区日出町10-3,月～木7時30分～17時30分金・土7時30分～13時30分,054-251-0770,http://shizuoka-lc.net,,,,
,medical-institution,publish,77701534,22,静岡,1,清水産婦人科クリニック,420-0881,静岡市葵区北安東5-28-1,"月・火・水・金9時～12時30分、14時30分～17時30分
土9時～13時",054-248-3660,,,,,
,medical-institution,publish,77701535,22,静岡,1,TOMIMATSU女性医院,420-0857,静岡市葵区紺屋町7-15  1階,月・金11時～14時、15時～18時火11時～14時、15時～17時30分土11時～14時、15時～16時30分,054-269-6123,http://www.tomimatsu-josei.jp/,,,,
,medical-institution,publish,77701536,22,静岡,1,富松レディスクリニック,420-0801,静岡市葵区東千代田1-1-3,平日8時～18時 土8時～15時30分,054-261-1730,http://www.tomimatsu-lc.jp,,,,
,medical-institution,publish,77701537,22,静岡,1,平野医院,420-0033,静岡市葵区昭和町5-5,月・火・水・金8時30分～17時30分木・土8時30分～12時30分,054-252-3267,,,,,
,medical-institution,publish,77701538,22,静岡,1,依藤産婦人科医院,420-0841,静岡市葵区上足洗2-1-9,"月・木・金9時～12時、14時～17時火9時～12時、15時～17時
土9時～12時",054-209-6601,http://yorifuji-ladies.com/,,,,
,medical-institution,publish,77701539,22,静岡,1,くさなぎマタニティクリニック,422-8007,静岡市駿河区聖一色441-1,月・火・金9時～12時、14時～17時水・木・土9時～12時,054-265-8877,http://www.kusanagimtc.jp,,,,
,medical-institution,publish,77701540,22,静岡,1,県立美術館前 IVFクリニック,422-8002,静岡市駿河区谷田30-22,月・火・金・土・日9時～13時、15時～ 18時,054-264-6000,,,,,
,medical-institution,publish,77701541,22,静岡,1,聖隷健康サポートセンター Shizuoka,422-8006,静岡市駿河区曲金6-8-5-2,"火15時20分～18時
水9時15分～11時30分（不定期）金8時30分～11時30分",054-280-6211,https://www.seirei.or.jp/hoken/support-center/,,,,
,medical-institution,publish,77701542,22,静岡,1,ふかさわレディスクリニック,422-8036,静岡市駿河区敷地1-8-10,通常の診療時間内,054-238-3883,,,,,
,medical-institution,publish,77701543,22,静岡,1,福間産婦人科クリニック,422-8058,静岡市駿河区中原739-1,"月・火・木・金9時～12時30分、15時～ 18時
土9時～12時30分",054-285-7717,http://fukuma-cl.gr.jp,,,,
,medical-institution,publish,77701544,22,静岡,1,静岡市立清水病院,424-8636,静岡市清水区宮加三1231,24時間対応可能（ただし、他の患者の診療中の場合は対応不可）,054-336-1111,https://www.shimizuhospital.com,◯,◯,,
,medical-institution,publish,77701545,22,静岡,1,おおいしレディースクリニック,424-0008,静岡市清水区押切2416,月・火・木・金9時～12時、14時～17時水・土9時～12時,054-344-1103,https://www.ohishi-ladies-cl.info/,,,,
,medical-institution,publish,77701546,22,静岡,1,オハナクリニック木の下町,424-0846,静岡市清水区木の下町44-1,"月・火・水・金9時～12時、14時～17時木17時～20時
土9時～12時
（月２回不定期）",054-347-0300,https://ohana-clinic-kinoshitacho.com/,,,,
,medical-institution,publish,77701547,22,静岡,1,阪部循環器内科・内科・婦人科 クリニック,424-0905,静岡市清水区駒越西1-2-62,"月・火・木・金8時30分～12時、14時～ 17時30分
水・土8時30分～12時",054-335-5000,https://sakabe-clinic2.jimdofree.com/,,,,
,medical-institution,publish,77701548,22,静岡,1,庄司産婦人科,424-0815,静岡市清水区江尻東1-4-1,月・火・水・金8時～12時、16時～18時木・土8時～12時,054-366-0861,,,,,
,medical-institution,publish,77701549,22,静岡,1,"しのはら
産科婦人科医院",427-0005,島田市岸町658-1,平日8時30分～10時、15時～15時30分土8時30分～10時,0547-33-4103,,,,,
,medical-institution,publish,77701550,22,静岡,1,アイレディースクリニック,425-0004,焼津市坂本457,"平日8時30分～18時
水・木・土8時30分～12時",054-620-1103,https://i-ladies.com/,,,,
,medical-institution,publish,77701551,22,静岡,1,前田産科婦人科医院,425-0076,焼津市小屋敷214-1,常時対応可（時間外は費用が割増）,054-626-8603,https://www.obgymaeda.com/,,,,
,medical-institution,publish,77701552,22,静岡,1,いしかわレディースクリニック,426-0011,藤枝市平島70-1,"月・火・木・金8時30分～11時30分、15時～17時
土8時30分～14時",054-643-0311,https://ishikawa-lc.net/,,,,
,medical-institution,publish,77701553,22,静岡,1,あかほりクリニック,421-0511,牧之原市片浜873-2,平日8時～18時 木・土8時～12時臨時休診日除く,0548-52-5555,,,,,
,medical-institution,publish,77701554,22,静岡,1,あんずクリニック産婦人科,438-0002,磐田市大久保896-39,平日9時～18時（水は9時～12時）土9時～12時,0538-38-0301,https://anzu-clinic.com/,,,,
,medical-institution,publish,77701555,22,静岡,1,日野産婦人科歯科医院,438-0816,磐田市宮之一色817,平日9時～18時土9時～12時,0538-37-0135,,,,,
,medical-institution,publish,77701556,22,静岡,1,藤井マタニティクリニック,438-0026,磐田市西貝塚2251,平日9時～12時、14時30分～18時土・木9時～12時,0538-36-3541,,,,,
,medical-institution,publish,77701557,22,静岡,1,八神クリニック,436-0342,掛川市上西郷239-1,平日9時～12時、15時～18時,0537-62-1300,https://yagamiclinic.com,,,,
,medical-institution,publish,77701558,22,静岡,1,笠原産婦人科医院,437-0016,袋井市葵町1-7-1,平日9時～18時（水・木は不在）土9時～12時,0538-42-3616,https://kasasanfu.com/,,,,
,medical-institution,publish,77701559,22,静岡,1,ふくろいマタニティクリニック,437-0022,袋井市方丈6-10-27,平日9時～17時土9時～12時,0538-41-2121,http://www.fukuroimtc.jp,,,,
,medical-institution,publish,77701560,22,静岡,1,小野澤医院,437-1604,御前崎市佐倉1238,"平日8時30分～12時30分、14時30分～18時
水・土8時30分～12時",0537-86-8070,http://onozawaclinic.com/,,,,
,medical-institution,publish,77701561,22,静岡,1,菊川市立総合病院,439-0022,菊川市東横地1632,平日8時15分～17時,0537-35-2135,https://www.kikugawa-hosp.jp,,,,
,medical-institution,publish,77701562,22,静岡,1,松下産婦人科医院,439-0031,菊川市加茂1990,平日9時～17時土9時～12時,0537-36-3221,,,,,
,medical-institution,publish,77701563,22,静岡,1,森町家庭医療クリニック,437-0214,周智郡森町草ヶ谷387-1,平日8時30分～17時（受付は16時まで）,0538-85-1340,https://www.morimachi-fc.com,,,,
,medical-institution,publish,77701564,22,静岡,1,JA静岡厚生連遠州病院,430-0929,浜松市中区中央一丁目1-1,"平日  8時30分～17時(受付時間8時30分～ 11時)
第1・3土  8時30分～12時30分(原則予約の方、紹介状お持ちの方のみ)",053-453-1111,,,,,
,medical-institution,publish,77701565,22,静岡,1,アクトタワークリニック,430-7707,浜松市中区板屋町111-2アクトタワー7階,月・火・木・金9時～13時、15時～19時水・土9時～13時,053-413-1124,https://www.acttower.com,,,,
,medical-institution,publish,77701566,22,静岡,1,有澤産婦人科医院,430-0929,浜松市中区中央一丁目15-5浜松メディカルパークビル5F,"平日9時～18時
木・土9時～12時40分",053-452-6521,,,,,
,medical-institution,publish,77701567,22,静岡,1,おおたにレディースクリニック,432-8021,浜松市中区佐鳴台四丁目39-7,平日8時30分～17時30分土8時30分～12時,053-447-7300,http://o-l-c.jp,,,,
,medical-institution,publish,77701568,22,静岡,1,大脇産婦人科医院,430-0901,浜松市中区曳馬三丁目3-22,"月・火・水・金9時～11時30分、15時～17時 30分
木・土9時～11時30分",053-411-0800,http://www.oowaki.or.jp/,,,,
,medical-institution,publish,77701569,22,静岡,1,河野産婦人科医院,432-8023,浜松市中区鴨江三丁目80-16,"火・水・木・金9時～11時30分、14時～17時 30分
土9時～11時30分",053-454-6661,http://kohno-sanfuzinka.net/,,,,
,medical-institution,publish,77701570,22,静岡,1,南浅田小池産科婦人科,432-8044,浜松市中区南浅田一丁目23-26,平日  9時～12時（木曜休診）土9時～12時,053-442-4122,,,,,
,medical-institution,publish,77701571,22,静岡,1,森岡産婦人科医院,432-8002,浜松市中区富塚町2069,"月・火・水・金  9時～12時30分、15時～17時30分
木・土  9時～12時30分",053-474-0161,,,,,
,medical-institution,publish,77701572,22,静岡,1,森下レディースクリニック,433-8117,浜松市中区高丘東五丁目12-1,平日9時～12時、16時～18時土9時～12時,053-437-2200,,,,,
,medical-institution,publish,77701573,22,静岡,1,ＲＯＳＡレディースクリニック,433-8125,浜松市中区和合町27-13和合メディカルビル2階,月・火・木・金9時～17時30分水・土9時～12時,053-412-2666,http://rosa-clinic.com,,,,
,medical-institution,publish,77701574,22,静岡,1,浜松医科大学医学部附属病院,431-3192,浜松市東区半田山一丁目20-1,平日（月～金）13時～16時,053-435-2111,https://www.hama-med.ac.jp/hos/index.html,,,,
,medical-institution,publish,77701575,22,静岡,1,水本レディスクリニック,431-3115,浜松市東区西ケ崎町796-1,"平日8時30分～12時30分、14時30分～17時30分
木・土8時30分～12時30分第3土曜は不可",053-433-1103,http://www.mizumotoiin.com,,,,
,medical-institution,publish,77701576,22,静岡,1,長島医院,432-8063,浜松市南区小沢渡町1098-2,"月・水・金9時～12時、14時～17時
火・木9時～12時（受付は終了30分前まで）",053-445-3100,,,,,
,medical-institution,publish,77701577,22,静岡,1,"社会福祉法人 聖隷福祉事業団総合病院
聖隷三方原病院",433-8558,浜松市北区三方原町3453,平日  8時30分～16時30分,053-436-1251,http://www.seirei.or.jp/mikatahara/,,,,
,medical-institution,publish,77701578,22,静岡,1,医療法人社団気賀渥美医院,431-1305,浜松市北区細江町気賀506-2,"月・水・金8時30分～12時15分、14時～17時15分
火・木8時30分～12時15分
土8時30分～12時15分、15時00分～16時 45分",053-522-1462,,,,,
,medical-institution,publish,77701579,22,静岡,1,木村産科・婦人科,433-8104,浜松市北区東三方町94-3,平日9時～12時、14時30分～17時土9時～12時、14時30分～16時,053-439-1010,,,,,
,medical-institution,publish,77701580,22,静岡,1,クリニック ミズ  ソフィア,433-8108,浜松市北区根洗町547-2,平日9時～17時 土8時45分～12時,053-414-0700,,,,,
