"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","website","available_date"
"77701452","真鍋産婦人科","500-8847","岐阜県","岐阜市","岐阜市金宝町1-11","21201","058-262-3224","","平日  9:00～12：00,14:00～ 17:00
木、土  9:00～12：00"
"77701453","古田産科婦人科クリニック","500-8842","岐阜県","岐阜市","岐阜市金町7丁目3","21201","058-265-2395","http://furuta-ob-gyn-clinic.la.coocan.jp/","平日 8:30-19:00（水曜日のみ 8:30-12:00）    土曜日 8:30-
16:00"
"77701454","宮崎レディスクリニック","500-8474","岐阜県","岐阜市","岐阜市加納本町3の5","21201","058-271-3344","http://www.miyazaki-ob-gy.jp/","月・水・金9：00～12：00、17： 00～19：00  火9：00～12：00、
16：00～17：30  土9：00～12：00"
"77701455","西岐阜産婦人科医院","500-8381","岐阜県","岐阜市","岐阜市市橋5-3-9","21201","058-272-3881","http://www.nishigifu-maternity.jp/","平日  9:30～12：30  15:30～ 18:30
（木曜日は午前中のみ、但しかな
りの緊急時、受診可能の場合、時間外料金になります）"
"77701456","小倉医院","502-0047","岐阜県","岐阜市","岐阜市長良葵町1丁目2番地の3","21201","058-231-1573","","平日、土曜日  8:30～ 13:00,17:00～19:30
祝日休日  8:30～12:00 第3日曜
休診"
"77701457","医療法人高井外科","502-0857","岐阜県","岐阜市","岐阜市正木1978-72","21201","058-232-6055","http://takailadies.net","平日（木曜以外）9：00～17：00、土9：00～13：00"
"77701458","宮﨑千惠婦人クリニック","502-0071","岐阜県","岐阜市","岐阜市長良1972-5","21201","058-233-5553","なし","月・火・木・金9：00～18：15
土9：00～12：00  休日でも電話対応にて可能"
"77701459","かとうマタニティークリニック","501-3132","岐阜県","岐阜市","岐阜市芥見長山3-94-2","21201","058-241-3332","https://www.gifubaby.jp/","365日可能  全日24時間電話対応
診療時間外は電話で予約"
"77701460","基生会おおのレディースクリニック","502-0901","岐阜県","岐阜市","岐阜市光町1-44","21201","058-233-0201","https://ohno-lc.com/","平日9：30～12：30、16：00～
19：00  土、日9：30～12：30"
"77701461","レディースクリニックまぶち","502-0881","岐阜県","岐阜市","岐阜市正木北町12番10号","21201","058-297-1103","http://www.lc-mabuchi.or.jp/","月・火・水・金・土  9:30～ 12:30,17:00～20:00
木  9:30～12:30"
"77701462","社会医療法人蘇西厚生会松波総合病院","501-6062","岐阜県","笠松町","羽島郡笠松町田代185-1","21303","058-388-0111","https://www.matsunami-hsp.or.jp/","8:00～11:30（平日のみ）"
"77701463","岐阜・西濃医療センター岐北厚生病院","501-2105","岐阜県","山県市","山県市高富1187-3","21215","0581-22-1811","http://www.gihoku.gfkosei.or.jp/","月・火・木曜日  10：30～11：30
（予約制）"
"77701464","大橋クリニック","509-0141","岐阜県","各務原市","各務原市鵜沼各務原町5-171","21213","058-370-5350","","月・水・金  9：00～12：00 17：00～19：00
火・木・土        17：00～19：00"
"77701465","医療法人  四葉会  永田産婦人科","504-0968","岐阜県","各務原市","各務原市那加西野町190番地","21213","058-382-0058","http://www.nagataclinic.jp/","月・火・水・金  9：00～12：00 15：30～18：00
木        9：00～12：00
土        9：00～13：00"
"77701466","モアレディースクリニック","501-0456","岐阜県","北方町","本巣郡北方町高屋条里3-90","21421","058-320-0311","https://www.morelady.jp","月・火・木・金  9：00～19：00
水・土          9：00～12：00"
"77701467","横山産院","504-0831","岐阜県","各務原市","各務原市蘇原瑞穂町2-60-1","21213","058-389-0311","","月・火・木・金  9：00～12：00 15：00～18：00
水・土・日        9：00～12：00"
"77701468","横山クリニック","504-0011","岐阜県","各務原市","各務原市那加北洞町1-414-1","21213","058-371-1211","https://itp.ne.jp/info/210102550300000899/","診療時間内
月・火・木・金  9：00～12：00 15：00～18：00
水・土        9：00～12：00"
"77701469","大垣市民病院","503-8502","岐阜県","大垣市","大垣市南頬町4丁目86番地","21202","0584-81-3341","https://www.ogaki-mh.jp/","24時間"
"77701470","いびレディースクリニック","501-0619","岐阜県","揖斐川町","揖斐郡揖斐川町三輪719-1","21401","0585-23-0050","http://www.ibi-lc.or.jp/","平日  9:00～12:00
16:30～19:00土日  9:00～12:00"
"77701471","クリニックママ","503-0807","岐阜県","大垣市","大垣市今宿3丁目34-1","21202","0584-73-5111","http://www.clinicmama.jp/","平日  8:30～12:00、16:00～ 17:30
土    8:30～12:00、13:00～ 15:00
（受け付けは診療終了の３０分前）"
"77701472","山岸マタニティクリニック","503-0876","岐阜県","大垣市","大垣市俵町133","21202","0584-75-5688","","月～土  診療時間内"
"77701473","もりレディースクラブクリニック","503-0021","岐阜県","大垣市","大垣市河間町1-13","21202","0584-74-1888","","月火木金  9:00～12:00、16:30～ 19:00
水        9:00～12:00
土        9:00～13:00"
"77701474","児玉レディスクリニック","503-0889","岐阜県","大垣市","大垣市高砂町1-31","21202","0584-82-1155","","月火木金  9:00～12:30、16:00～ 19:00
水         9:00～12:30
土         9:00～12:30"
"77701475","小坂井レディスクリニック","503-0652","岐阜県","海津市","海津市馬目393-3","21221","0584-53-3388","","月火木金土  9:00～18:00"
"77701476","市川外科","503-0976","岐阜県","大垣市","大垣市南若森町328","21202","0584-75-5078","http://ichikawa-geka.com","曜日により異なるためHP参照木日  休診
土    対応可"
"77701477","高田医院","503-2305","岐阜県","神戸町","安八郡神戸町神戸468番地","21381","0584-27-2015","http://www.takadaiin.com","月火水金  9:00～12:00、16:00～ 19:00
木         9:00～12:00
土         9:00～12:00、15:00～18:00"
"77701478","岐阜県厚生農業協同組合連合会  中濃厚生病院","501-3802","岐阜県","関市","関市若草通5-1","21205","0575-22-2211","http://www.chuno.gfkosei.or.jp","24時間"
"77701479","鷲見病院","501-5121","岐阜県","郡上市","郡上市白鳥町白鳥2-1","21219","0575-82-3151","http://sumihosp.or.jp/","婦人科の診察なし"
"77701480","郡上市民病院","501-4222","岐阜県","郡上市","郡上市八幡町島谷1261番地","21219","0575-67-1611","http://www.gujo-hospital.jp/","平日8：30～17：30"
"77701481","桜台医院","501-3931","岐阜県","関市","関市桜台1-6-6","21205","0575-24-4100","なし","平日 9:00-12:00 16:00-18:00
土曜 9:00-12:00"
"77701482","せきレディースクリニック","501-3255","岐阜県","関市","関市段下28-2","21205","0575-22-5553","https://seki-ladies.jp/","月、火、木、金曜 8:30-19:00
水、土曜 8:30-12:00"
"77701483","社会医療法人厚生会  木沢記念病院","505-8503","岐阜県","美濃加茂市","美濃加茂市古井町下古井590","21211","0574-25-2181","http://kizawa-memorial-hospital.jp","月～土：8:30～17:00
緊急の場合24時間・要連絡"
"77701484","とまつレディースクリニック","509-0214","岐阜県","可児市","可児市広見2097","21214","0574-61-1138","https://www.tomatsu-lc.com","原則診療時間
月、火、木、金  9:00-12:00
16:30-18:30
水、土  9:00-12:00"
"77701485","ローズベルクリニック","509-0203","岐阜県","可児市","可児市下恵土2975番地1","21214","0574-60-3355","https://www.rosebell.jp/","２４時間対応可"
"77701486","酒向産婦人科","509-0207","岐阜県","可児市","可児市今渡1886","21214","0574-62-3111","","平日（水、金）  9:00～12:00平日（月、火、木）9:00～12:00
17:00～19:00
土曜日  9:00～12:00"
"77701487","中西ウィメンズクリニック","507-0024","岐阜県","多治見市","多治見市大正町1丁目45番地","21204","0572-25-8882","http://www.n-w-c.jp/","平日  9:30～19:00
木曜日、土曜日  9:30～12:30"
"77701488","西尾産婦人科","509-5136","岐阜県","土岐市","土岐市泉大島町2-26-2","21212","0572-55-1211","http://nishiogyne.com/","平日  9:00～12:00、16:00～ 19:00
木曜日、土曜日  9:00～12:00"
"77701489","塚田レディースクリニック","509-6115","岐阜県","瑞浪市","瑞浪市北小田町2-293","21208","0572-66-1103","","月曜日、火曜日、金曜日  8:40～ 11:30、16:40～18:30
水曜日、木曜日、土曜日  8:40～
11:30"
"77701490","総合病院  中津川市民病院","508-8502","岐阜県","中津川市","中津川市駒場1522番地の1","21206","0573-66-1251","http://nakatsugawa-hp.jp/","平日9：00～17：00
（受付時間  8：15～11：30）"
"77701491","市立恵那病院","509-7201","岐阜県","恵那市","恵那市大井町2725番地","21210","0573-26-2121","https://enahosp.jp","平日8：30～17：00
土曜8：30～12：30"
"77701492","林メディカルクリニック","508-0038","岐阜県","中津川市","中津川市新町5-6","21206","0573-65-2007","http://www.hayashi-mc.jp/","平日（水除く）9：00～18：00
水・土曜  9：00～12：00"
"77701493","地方独立行政法人岐阜県立下呂温泉病院","509-2292","岐阜県","下呂市","下呂市森2211","21220","0576-23-2222","https://www.gero-hp.jp/","２４時間"
"77701494","黒木医院","509-2202","岐阜県","下呂市","下呂市森2456","21220","0576-24-1303","","月・火・水・金 9:00-12:00
16:00-18:00
土 9:00-12:00"
"77701495","河合医院","509-4235","岐阜県","飛騨市","飛騨市古川町弐之町2の17","21217","0577-74-1333","","平日9:00-12:00 15:00-18:00
（木曜9:00-11:30）土曜祝日9:00-12:00"
"77701496","しま医院","502-0906","岐阜県","岐阜市","岐阜市池ノ上4-74","21201","058-233-8732","https://www.shima-iin.com/","平日8:30-12:00,16:00-19:00土曜8:30-12:00,15:00-17:00"
"77701497","臼井医院","415-0022","静岡県","下田市","下田市2丁目3-27","22219","0558-22-1221","","平日9時～17時土9時～12時
時間外・休診日・祝日・日曜は電話にて要相談"
"77701498","伊豆今井浜病院","413-0503","静岡県","河津町","賀茂郡河津町見高178","22302","0558-34-1123","https://izuimaihama.jadecom.or.jp/","火・木9時～11時30分
水・金9時～11時30分、13時～16時"
"77701499","伊東市民病院","414-0055","静岡県","伊東市","伊東市岡196-1","22208","0557-37-2626","http://www.ito-shimin-hp.jp/","24時間対応可能"
"77701500","上山レディースクリニック","414-0051","静岡県","伊東市","伊東市吉田573-3","22208","0557-45-8103","https://ueyamasanfujinka.com/","8時～12時"
"77701501","佐藤産婦人科医院","414-0005","静岡県","伊東市","伊東市松原湯端町3-18","22208","0557-37-5321","","月・水・金9時～12時、15時～17時土9時～12時"
"77701502","井関マタニティクリニック","410-0881","静岡県","沼津市","沼津市八幡町115","22203","055-952-4103","","平日8時～11時30分、13時30分～15時30分
水午後・土・日・祝日休診"
"77701503","岩端医院","410-0801","静岡県","沼津市","沼津市大手町3-2-19","22203","055-962-1368","http://www.iwahata.jp","月・火・木・金9時～12時、14時～18時水・土9時～12時"
"77701504","かぬき岩端医院","410-0822","静岡県","沼津市","沼津市下香貫前原1479-3","22203","055-932-8189","https://www.kanuki-iwahata.com/","月・火・水・金8時45分～18時木・土8時45分～11時30分"
"77701505","かまたクリニック","411-0033","静岡県","三島市","三島市文教町1-1-35","22206","055-988-2488","http://www.kamata-lc.com/wp/","月・火・木・金9時～12時、14時30分～ 17時30分
土9時～12時"
"77701506","田中産婦人科医院","411-0858","静岡県","三島市","三島市中央町6-23","22206","055-971-3541","http://www.tanaka-og.jp/","月・水・金9時～12時、14時～17時火・木・土9時～12時"
"77701507","三島レディースクリニック","411-0841","静岡県","三島市","三島市南本町15-35","22206","055-991-0770","https://shizuoka-lc.net/","平日（火除く）8時30分～12時、15時～ 17時30分
土・火8時30分～12時"
"77701508","裾野赤十字病院","410-1118","静岡県","裾野市","裾野市佐野713","22220","055-992-0008","http://www.susono-jrc.jp/","月～木  8時15分～11時"
"77701509","かやま産婦人科医院","410-1101","静岡県","裾野市","裾野市岩波124-2","22220","055-997-3551","http://www.kayama-clinic.or.jp","月・金8時30分～12時、14時～17時30分火・水8時30分～12時、14時～17時
土8時30分～12時30分木・日・祭日休診"
"77701510","ごとうレディースクリニック","410-1123","静岡県","裾野市","裾野市伊豆島田834-2","22220","055-992-7111","http://www.goto-ladies.jp","月～金8時30分～11時30分、14時～16時 30分
土8時30分～11時30分"
"77701511","矢田レディースクリニック","410-2302","静岡県","伊豆の国市","伊豆の国市宗光寺925-1","22225","0558-76-4550","","平日9時～12時、15時～18時木・土9時～12時"
"77701512","三島マタニティクリニック","419-0123","静岡県","函南町","田方郡函南長間宮451","22325","055-979-0192","","月～土  8時30分～12時30分"
"77701513","島田産婦人科医院","411-0907","静岡県","清水町","駿東郡清水町伏見38-1","22341","055-972-6100","https://www.shimada-obgyn.com/","平日9時～17時30分木9時～12時
土9時～12時"
"77701514","前川産婦人科クリニック","411-0933","静岡県","長泉町","駿東郡長泉町下長窪988-11","22342","055-999-6300","","月・火・水・金8時30分～18時木・土8時30分～12時"
"77701515","博愛堂医院","412-0045","静岡県","御殿場市","御殿場市川島田545-3","22215","0550-82-0316","","平日9時～18時土9時～12時"
"77701516","富士宮市立病院","418-0076","静岡県","富士宮市","富士宮市錦町3-1","22207","0544-27-3151","https://fujinomiya-hp.jp","対応可能時間帯に制限無し"
"77701517","天神産婦人科医院","418-0063","静岡県","富士宮市","富士宮市若の宮町398","22207","0544-24-1322","","日・火・木・金8時30分～12時、14時30分～17時30分
水・土8時30分～12時"
"77701518","坂東レディースクリニック","418-0021","静岡県","富士宮市","富士宮市杉田1016-7","22207","0544-28-5800","https://www.bando-ladies-clinic.jp/","月・火・木9時～12時、14時～17時水9時～12時
金9時～12時、14時～18時土9時～15時"
"77701519","池田産婦人科医院","417-0862","静岡県","富士市","富士市石坂415-15","22210","0545-21-2228","","平日9時～18時土9時～12時"
"77701520","窪田レディースクリニック","416-0916","静岡県","富士市","富士市平垣100-6","22210","0545-65-7077","http://www.kubota-ladies.jp/index.html","月・火・木・金8時30分～18時水・土8時30分～12時"
"77701521","武田産婦人科医院","416-0945","静岡県","富士市","富士市宮島330-7","22210","0545-63-5122","","月・火・木・金8時30分～17時水・土8時30分～12時"
"77701522","たむらレディースクリニック","416-0951","静岡県","富士市","富士市米之宮町250","22210","0545-65-7777","","月・火・土8時30分～11時30分、14時30分～16時30分
水8時30分～11時30分、14時30分～17時 30分
金8時30分～11時30分"
"77701523","長谷川産婦人科医院","417-0051","静岡県","富士市","富士市吉原5-3-18","22210","0545-53-7575","https://hasegawa-sanfujinka.com/","月・火・木・金8時30分～12時30分、15時～18時
水8時30分～12時30分土8時30分～14時
祝日は曜日毎の診療"
"77701524","船津クリニック","416-0955","静岡県","富士市","富士市川成新町295","22210","0545-65-7272","http://www.funatsuclinic.com","月～水・金10時～13時、15時～18時木・土10時～13時
いずれも休日除く"
"77701525","宮崎クリニック","416-0909","静岡県","富士市","富士市松岡300-15","22210","0545-66-3731","http://www.miyazaki-cl.com","月・火・水・金9時～12時、15時～18時土9時～12時"
"77701526","望月産婦人科医院","417-0847","静岡県","富士市","富士市比奈1-856","22210","0545-34-0445","","平日9時～12時30分、14時30分～17時30分
木・土9時～12時30分"
"77701527","JA静岡厚生連静岡厚生病院","420-8623","静岡県","静岡市葵区","静岡市葵区北番町23","22101","054-271-7177","http://www.ja-shizuoka.or.jp/","平日8時30分～17時"
"77701528","静岡県立総合病院","420-8527","静岡県","静岡市葵区","静岡市葵区北安東4-27-1","22101","054-247-6111","http://www.shizuoka-pho.jp/sogo/","24時間対応"
"77701529","静岡市立静岡病院","420-8630","静岡県","静岡市葵区","静岡市葵区追手町10-93","22101","054-253-3125","https://www.shizuokahospital.jp/","平日8時30分～17時15分"
"77701530","静岡赤十字病院","420-0853","静岡県","静岡市葵区","静岡市葵区追手町8-2","22101","054-254-4311","https://www.shizuoka-med.jrc.or.jp","24時間対応可（性犯罪による診療のみ対応可）"
"77701531","今井産科婦人科クリニック","420-0004","静岡県","静岡市葵区","静岡市葵区末広町117-1","22101","054-275-0341","https://www.imai-3f.com/","電話対応は24時間可
月・水・金9時～12時、15時～18時火・土9時～12時"
"77701532","静岡中央クリニック","420-0857","静岡県","静岡市葵区","静岡市葵区御幸町6-11一瀬ビル6F","22101","054-221-1178","http://www.chuoh-clinic-beauty.com/","開院日9時30分～18時
※休診日不定"
"77701533","静岡レディースクリニック","420-0837","静岡県","静岡市葵区","静岡市葵区日出町10-3","22101","054-251-0770","http://shizuoka-lc.net","月～木7時30分～17時30分金・土7時30分～13時30分"
"77701534","清水産婦人科クリニック","420-0881","静岡県","静岡市葵区","静岡市葵区北安東5-28-1","22101","054-248-3660","","月・火・水・金9時～12時30分、14時30分～17時30分
土9時～13時"
"77701535","TOMIMATSU女性医院","420-0857","静岡県","静岡市葵区","静岡市葵区紺屋町7-15  1階","22101","054-269-6123","http://www.tomimatsu-josei.jp/","月・金11時～14時、15時～18時火11時～14時、15時～17時30分土11時～14時、15時～16時30分"
"77701536","富松レディスクリニック","420-0801","静岡県","静岡市葵区","静岡市葵区東千代田1-1-3","22101","054-261-1730","http://www.tomimatsu-lc.jp","平日8時～18時 土8時～15時30分"
"77701537","平野医院","420-0033","静岡県","静岡市葵区","静岡市葵区昭和町5-5","22101","054-252-3267","","月・火・水・金8時30分～17時30分木・土8時30分～12時30分"
"77701538","依藤産婦人科医院","420-0841","静岡県","静岡市葵区","静岡市葵区上足洗2-1-9","22101","054-209-6601","http://yorifuji-ladies.com/","月・木・金9時～12時、14時～17時火9時～12時、15時～17時
土9時～12時"
"77701539","くさなぎマタニティクリニック","422-8007","静岡県","静岡市駿河区","静岡市駿河区聖一色441-1","22102","054-265-8877","http://www.kusanagimtc.jp","月・火・金9時～12時、14時～17時水・木・土9時～12時"
"77701540","県立美術館前 IVFクリニック","422-8002","静岡県","静岡市駿河区","静岡市駿河区谷田30-22","22102","054-264-6000","","月・火・金・土・日9時～13時、15時～ 18時"
"77701541","聖隷健康サポートセンター Shizuoka","422-8006","静岡県","静岡市駿河区","静岡市駿河区曲金6-8-5-2","22102","054-280-6211","https://www.seirei.or.jp/hoken/support-center/","火15時20分～18時
水9時15分～11時30分（不定期）金8時30分～11時30分"
"77701542","ふかさわレディスクリニック","422-8036","静岡県","静岡市駿河区","静岡市駿河区敷地1-8-10","22102","054-238-3883","","通常の診療時間内"
"77701543","福間産婦人科クリニック","422-8058","静岡県","静岡市駿河区","静岡市駿河区中原739-1","22102","054-285-7717","http://fukuma-cl.gr.jp","月・火・木・金9時～12時30分、15時～ 18時
土9時～12時30分"
"77701544","静岡市立清水病院","424-8636","静岡県","静岡市清水区","静岡市清水区宮加三1231","22103","054-336-1111","https://www.shimizuhospital.com","24時間対応可能（ただし、他の患者の診療中の場合は対応不可）"
"77701545","おおいしレディースクリニック","424-0008","静岡県","静岡市清水区","静岡市清水区押切2416","22103","054-344-1103","https://www.ohishi-ladies-cl.info/","月・火・木・金9時～12時、14時～17時水・土9時～12時"
"77701546","オハナクリニック木の下町","424-0846","静岡県","静岡市清水区","静岡市清水区木の下町44-1","22103","054-347-0300","https://ohana-clinic-kinoshitacho.com/","月・火・水・金9時～12時、14時～17時木17時～20時
土9時～12時
（月２回不定期）"
"77701547","阪部循環器内科・内科・婦人科 クリニック","424-0905","静岡県","静岡市清水区","静岡市清水区駒越西1-2-62","22103","054-335-5000","https://sakabe-clinic2.jimdofree.com/","月・火・木・金8時30分～12時、14時～ 17時30分
水・土8時30分～12時"
"77701548","庄司産婦人科","424-0815","静岡県","静岡市清水区","静岡市清水区江尻東1-4-1","22103","054-366-0861","","月・火・水・金8時～12時、16時～18時木・土8時～12時"
"77701549","しのはら産科婦人科医院","427-0005","静岡県","島田市","島田市岸町658-1","22209","0547-33-4103","","平日8時30分～10時、15時～15時30分土8時30分～10時"
"77701550","アイレディースクリニック","425-0004","静岡県","焼津市","焼津市坂本457","22212","054-620-1103","https://i-ladies.com/","平日8時30分～18時
水・木・土8時30分～12時"
"77701551","前田産科婦人科医院","425-0076","静岡県","焼津市","焼津市小屋敷214-1","22212","054-626-8603","https://www.obgymaeda.com/","常時対応可（時間外は費用が割増）"
"77701552","いしかわレディースクリニック","426-0011","静岡県","藤枝市","藤枝市平島70-1","22214","054-643-0311","https://ishikawa-lc.net/","月・火・木・金8時30分～11時30分、15時～17時
土8時30分～14時"
"77701553","あかほりクリニック","421-0511","静岡県","牧之原市","牧之原市片浜873-2","22226","0548-52-5555","","平日8時～18時 木・土8時～12時臨時休診日除く"
"77701554","あんずクリニック産婦人科","438-0002","静岡県","磐田市","磐田市大久保896-39","22211","0538-38-0301","https://anzu-clinic.com/","平日9時～18時（水は9時～12時）土9時～12時"
"77701555","日野産婦人科歯科医院","438-0816","静岡県","磐田市","磐田市宮之一色817","22211","0538-37-0135","","平日9時～18時土9時～12時"
"77701556","藤井マタニティクリニック","438-0026","静岡県","磐田市","磐田市西貝塚2251","22211","0538-36-3541","","平日9時～12時、14時30分～18時土・木9時～12時"
"77701557","八神クリニック","436-0342","静岡県","掛川市","掛川市上西郷239-1","22213","0537-62-1300","https://yagamiclinic.com","平日9時～12時、15時～18時"
"77701558","笠原産婦人科医院","437-0016","静岡県","袋井市","袋井市葵町1-7-1","22216","0538-42-3616","https://kasasanfu.com/","平日9時～18時（水・木は不在）土9時～12時"
"77701559","ふくろいマタニティクリニック","437-0022","静岡県","袋井市","袋井市方丈6-10-27","22216","0538-41-2121","http://www.fukuroimtc.jp","平日9時～17時土9時～12時"
"77701560","小野澤医院","437-1604","静岡県","御前崎市","御前崎市佐倉1238","22223","0537-86-8070","http://onozawaclinic.com/","平日8時30分～12時30分、14時30分～18時
水・土8時30分～12時"
"77701561","菊川市立総合病院","439-0022","静岡県","菊川市","菊川市東横地1632","22224","0537-35-2135","https://www.kikugawa-hosp.jp","平日8時15分～17時"
"77701562","松下産婦人科医院","439-0031","静岡県","菊川市","菊川市加茂1990","22224","0537-36-3221","","平日9時～17時土9時～12時"
"77701563","森町家庭医療クリニック","437-0214","静岡県","森町","周智郡森町草ヶ谷387-1","22461","0538-85-1340","https://www.morimachi-fc.com","平日8時30分～17時（受付は16時まで）"
"77701564","JA静岡厚生連遠州病院","430-0929","静岡県","浜松市中区","浜松市中区中央一丁目1-1","22131","053-453-1111","","平日  8時30分～17時(受付時間8時30分～ 11時)
第1・3土  8時30分～12時30分(原則予約の方、紹介状お持ちの方のみ)"
"77701565","アクトタワークリニック","430-7707","静岡県","浜松市中区","浜松市中区板屋町111-2アクトタワー7階","22131","053-413-1124","https://www.acttower.com","月・火・木・金9時～13時、15時～19時水・土9時～13時"
"77701566","有澤産婦人科医院","430-0929","静岡県","浜松市中区","浜松市中区中央一丁目15-5浜松メディカルパークビル5F","22131","053-452-6521","","平日9時～18時
木・土9時～12時40分"
"77701567","おおたにレディースクリニック","432-8021","静岡県","浜松市中区","浜松市中区佐鳴台四丁目39-7","22131","053-447-7300","http://o-l-c.jp","平日8時30分～17時30分土8時30分～12時"
"77701568","大脇産婦人科医院","430-0901","静岡県","浜松市中区","浜松市中区曳馬三丁目3-22","22131","053-411-0800","http://www.oowaki.or.jp/","月・火・水・金9時～11時30分、15時～17時 30分
木・土9時～11時30分"
"77701569","河野産婦人科医院","432-8023","静岡県","浜松市中区","浜松市中区鴨江三丁目80-16","22131","053-454-6661","http://kohno-sanfuzinka.net/","火・水・木・金9時～11時30分、14時～17時 30分
土9時～11時30分"
"77701570","南浅田小池産科婦人科","432-8044","静岡県","浜松市中区","浜松市中区南浅田一丁目23-26","22131","053-442-4122","","平日  9時～12時（木曜休診）土9時～12時"
"77701571","森岡産婦人科医院","432-8002","静岡県","浜松市中区","浜松市中区富塚町2069","22131","053-474-0161","","月・火・水・金  9時～12時30分、15時～17時30分
木・土  9時～12時30分"
"77701572","森下レディースクリニック","433-8117","静岡県","浜松市中区","浜松市中区高丘東五丁目12-1","22131","053-437-2200","","平日9時～12時、16時～18時土9時～12時"
"77701573","ＲＯＳＡレディースクリニック","433-8125","静岡県","浜松市中区","浜松市中区和合町27-13和合メディカルビル2階","22131","053-412-2666","http://rosa-clinic.com","月・火・木・金9時～17時30分水・土9時～12時"
"77701574","浜松医科大学医学部附属病院","431-3192","静岡県","浜松市東区","浜松市東区半田山一丁目20-1","22132","053-435-2111","https://www.hama-med.ac.jp/hos/index.html","平日（月～金）13時～16時"
"77701575","水本レディスクリニック","431-3115","静岡県","浜松市東区","浜松市東区西ケ崎町796-1","22132","053-433-1103","http://www.mizumotoiin.com","平日8時30分～12時30分、14時30分～17時30分
木・土8時30分～12時30分第3土曜は不可"
"77701576","長島医院","432-8063","静岡県","浜松市南区","浜松市南区小沢渡町1098-2","22134","053-445-3100","","月・水・金9時～12時、14時～17時
火・木9時～12時（受付は終了30分前まで）"
"77701577","社会福祉法人 聖隷福祉事業団総合病院聖隷三方原病院","433-8558","静岡県","浜松市北区","浜松市北区三方原町3453","22135","053-436-1251","http://www.seirei.or.jp/mikatahara/","平日  8時30分～16時30分"
"77701578","医療法人社団気賀渥美医院","431-1305","静岡県","浜松市北区","浜松市北区細江町気賀506-2","22135","053-522-1462","","月・水・金8時30分～12時15分、14時～17時15分
火・木8時30分～12時15分
土8時30分～12時15分、15時00分～16時 45分"
"77701579","木村産科・婦人科","433-8104","静岡県","浜松市北区","浜松市北区東三方町94-3","22135","053-439-1010","","平日9時～12時、14時30分～17時土9時～12時、14時30分～16時"
"77701580","クリニック ミズ  ソフィア","433-8108","静岡県","浜松市北区","浜松市北区根洗町547-2","22135","053-414-0700","","平日9時～17時 土8時45分～12時"
"77701581","賛育産婦人科医院","433-8112","静岡県","浜松市北区","浜松市北区初生町777","22135","053-438-3838","","平日9時～17時30分木・土9時～12時"
"77701582","浜松赤十字病院","434-8533","静岡県","浜松市浜北区","浜松市浜北区小林1088-1","22136","053-401-1111","","平日8時～17時"
"77701583","石井第一産科・婦人科クリニック","434-0042","静岡県","浜松市浜北区","浜松市浜北区小松4498-5","22136","053-586-6166","http://www.babyfriendly.sakura.ne.jp/","月～土9時～12時
月・水・金15時30分～18時30分火・木13時30分～15時"
"77701584","河合クリニック","434-0038","静岡県","浜松市浜北区","浜松市浜北区貴布祢313-10","22136","053-587-1771","","平日9時～12時、15時～18時木・土9時～12時"
"77701585","ことみレディースクリニック","434-0026","静岡県","浜松市浜北区","浜松市浜北区東美薗678","22136","053-589-5000","https://kotocli.jp","月・火・水・金・土9時～16時30分"
"77701586","服部医院","434-0037","静岡県","浜松市浜北区","浜松市浜北区沼268","22136","053-586-2221","","月・火・水・金9時～12時、15時～18時土9時～12時"
"77701587","医療法人東恵会星ヶ丘マタニティ病院","464-0026","愛知県","名古屋市千種区","名古屋市千種区井上町27","23101","052-782-6211","http://www.toukeikai.com/","月水金  9:00～12:00  17:30～19:00
火木土  9:00～12:00"
"77701588","名古屋市立大学医学部附属西部医療センター","462-8508","愛知県","名古屋市北区","名古屋市北区平手町一丁目1番地の1","23103","052-991-8121","http://www.west-medical-center.med.nagoya-cu.ac.jp/","平日8:45～17:15□(夜間、土、日、祝日も状況次第で対応可能）"
"77701589","岩田病院","453-0014","愛知県","名古屋市中村区","名古屋市中村区則武1-1-11","23105","052-451-1552","https://iwata-hospital.com/","月水金  9:00～12:00  17:00～19:00火木  9:00～12:00"
"77701590","名古屋掖済会病院","454-8502","愛知県","名古屋市中川区","名古屋市中川区松年町4-66","23110","052-652－7711","http://www.nagoya-ekisaikaihosp.jp/","緊急避妊の場合は24時間対応可"
"77701591","社会医療法人 宏潤会  大同病院","457-8511","愛知県","名古屋市南区","名古屋市南区白水町9","23112","052-611-6261","https://daidohp.or.jp/","緊急避妊の場合は24時間対応可
※  薬の在庫がない可能性があるため事前に電話で要確認"
"77701592","総合病院南生協病院","459-8540","愛知県","名古屋市緑区","名古屋市緑区大高二丁目204","23114","052-625-0373","https://www.minami-hp.jp/","月～土  9:00～11:30
※  月～金  9:00～17:00  電話相談可"
"77701593","名古屋第二赤十字病院","466-8650","愛知県","名古屋市昭和区","名古屋市昭和区妙見町2-9","23107","052-832-1121","https://www.nagoya2.jrc.or.jp/","緊急避妊の場合は24時間対応可"
"77701594","咲江レディスクリニック","464-0066","愛知県","名古屋市千種区","名古屋市千種区池下町二丁目15番地 ハクビ池下ビル  5階","23101","052-757-0222","http://www.sakieladiesclinic.com/","【月火水金】10：00～13：00、15：00～18：00
【土】10：00～13：00"
