"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","website","openinghours"
,"森女性クリニック","640-8323","和歌山県","和歌山市","和歌山県和歌山市太田1-10-13","30201","073-488-7027","http://www.mori-ladies.com/","月火水金9:00-14:00火金15:30-19:00土9:00-12:00"
,"やましたレディース・マタニティクリニック","640-8007","和歌山県","和歌山市","和歌山県和歌山市元寺町西ノ丁9","30201","073-426-8111","https://yamashita-lmc.com/","月水金9:00-12:00、16:00-19:00火土9:00-12:00"
,"藤永医院","640-8038","和歌山県","和歌山市","和歌山県和歌山市北町41","30201","073-432-1200","0","平日9:00-12:00土曜9:00-12:00"
,"海南医療センター","642-0002","和歌山県","海南市","和歌山県海南市日方1522-1","30202","073-482-4521","http://kic-kainan-hsp.jp/","平日9:00-17:00"
,"いくこレディースクリニック","642-0002","和歌山県","海南市","和歌山県海南市日方1501-7","30202","073-482-0399","http://ikuko-ladies.jp/","月~土9:00-12:00月水金15:00-18:00"
,"柳川レディースクリニック","642-0002","和歌山県","海南市","和歌山県海南市日方1519-1","30202","073-482-0351","http://www.eonet.ne.jp/~yanagawa/","月火木金9:00-13:00、16:00-19:00水9:00-12:00土9:00-13:00"
,"北山産婦人科クリニック","640-0401","和歌山県","紀の川市","和歌山県紀の川貴志川町丸栖662","30208","0736-64-3048","http://www.kitayama-sanfujinkaclinic.or.jp/","常時(24時間)対応可"
,"馬渕医院","649-6531","和歌山県","紀の川市","和歌山県紀の川市粉河2213","30208","0736-73-2116","","月水金8:00-12:00、16:30-18:00第2・第4の土8:00-12:00"
,"吉田クリニック","649-7113","和歌山県","かつらぎ町","和歌山県伊都郡かつらぎ町妙寺439","30341","0736-22-5862","","平日8:30-17:00土8:30-12:00"
,"橋本市民病院","648-0005","和歌山県","橋本市","和歌山県橋本市小峰台2-8-1","30203","0736-37-1200","https://www.hashimoto-hsp.jp/","平日8:30-17:00土日祝8:30-17:00"
,"いこまレディースクリニック","648-0072","和歌山県","橋本市","和歌山県橋本市東家1-2-25 サンライズビル1F","30203","0736-39-8080","","月火水金8:30-20:00土日8:30-12:00"
,"奥村マタニティクリニック","648-0072","和歌山県","橋本市","和歌山県橋本市東家4-18-13","30203","0736-32-0072","http://www.okumuraclinic.or.jp/maternity/","平日9:00-17:00土9:00-13:00"
,"奥村レディースクリニック","648-0072","和歌山県","橋本市","和歌山県橋本市東家4-18-13","30203","0736-32-0072","http://www.okumuraclinic.or.jp/ladies/","月火水金9:00-12:00、15:00-17:45木土9:00-12:00"
,"吉岡レディースクリニック","643-0034","和歌山県","有田川町","和歌山県有田郡有田川町小島291","30366","0737-52-7503","http://yoshioka-ladies.com/","月水金9:00-12:00、16:00-19:00火土9:00-12:00木16:00-19:00"
,"くすばやし医院","643-0152","和歌山県","有田川町","和歌山県有田郡有田川町金屋256-1","30366","0737-32-2336","","平日9:00-12:00、16:00-18:00土9:00-12:00"
,"ひだか病院","644-0002","和歌山県","御坊市","和歌山県御坊市薗116-2","30205","0738-22-1111","http://www.hidakagh.gobo.wakayama.jp/","平日・休日共に24時間対応"
,"白浜はまゆう病院","649-2211","和歌山県","白浜町","和歌山県西牟婁郡白浜町1447","30401","0739-43-6200","http://www.hamayu-hp.or.jp/","平日8:00-17:00"
,"榎本産婦人科","646-0031","和歌山県","田辺市","和歌山県田辺市湊8-26","30206","0739-22-0019","http://www.enomoto.or.jp/","月火水金9:00-12:00、17:00-19:00木土9:00-12:00"
,"レディースクリニックばんどう","646-0022","和歌山県","田辺市","和歌山県田辺市東山2-27-26","30206","0739-25-0929","http://lcbandoh.jp/","月火水金9:00-18:00木土9:00-12:00"
,"新宮市立医療センター","647-0072","和歌山県","新宮市","和歌山県新宮市蜂伏18-7","30207","0735-31-3333","http://www.hsp.shingu.wakayama.jp/","対応は24時間"
,"いずみウィメンズクリニック","647-0033","和歌山県","新宮市","和歌山県新宮市清水元1-6-33","30207","0735-21-0311","http://www.izumi-w-clinic.jp/","月~土9:00-12:00月火水金15:00-18:00"
,"矢島医院","647-0007","和歌山県","新宮市","和歌山県新宮市別当屋敷町6-8","30207","0735-22-2337","","平日9:00-17:00"
,"KAY CLINIC","641-0007","和歌山県","和歌山市","和歌山県和歌山市小雑賀3丁目3-14","30201","073-488-2246","https://kay-cl.com/","月・火(第1・3)木金 9:00~12:00月・火(第2・4・5)木金 9:00~12:"
,"ふじ戸台レディースクリニック","640-8451","和歌山県","和歌山市","和歌山県和歌山市中573-19ふじと台ステーションビルエスタシオン東棟4階","30201","073-451-6058","https://fujitodailc.net/","月火水金土9:30~13:00月火水木金14:00~17:00"
,"福井総合病院","910-8561","福井県","福井市","福井市江上町第58号16番地1","18201","0776-59-1300","http://www.f-gh.jp/","平日 8:30~17:00土曜 8:30~12:30"
,"福井県済生会病院","918-8503","福井県","福井市","福井市和田中町舟橋7番地1","18201","0776-23-1111","https://www.fukui-saiseikai.com/","24時間対応可能"
,"医療法人 福井愛育病院","910-0833","福井県","福井市","福井市新保2丁目301番地","18201","0776-54-5757","https://www.fab.or.jp/","365日 24時間"
,"坂井市立三国病院","913-0042","福井県","坂井市","坂井市三国町中央一丁目2番34号","18210","0776-82-0480","https://www.city.fukui-sakai.lg.jp/index.html","平日 8:30~15:30土曜 8:30~11:30休日・時間外の場合はお問い合わせください。"
,"福井勝山総合病院","911-8558","福井県","勝山市","勝山市長山町2-6-21","18206","0779-88-0350","http://fukui.jcho.go.jp/","平日 09:00 ~ 15:00"
,"公立丹南病院","916-0021","福井県","鯖江市","鯖江市三六町1丁目2番31号","18207","0778-51-2260","https://www.jadecom.or.jp/jadecomhp/tannan/html","平日 8:30~17:土曜 8:30~12:30"
,"財団法人  今立中央病院","915-0242","福井県","越前市","越前市粟田部町33-1","18209","0778-42-1800","www.myclinic.ne.jp/imachu/pc/",""
,"市立敦賀病院","914-0058","福井県","敦賀市","敦賀市三島町1丁目6-60","18202","0770-22-3611","http://tsuruga-hp.jp/","24時間対応"
,"杉田玄白記念公立小浜病院","917-0078","福井県","小浜市","小浜市大手町2-2","18204","0770-52-0990","http://www.obamahp-wakasa.jp","月~金 8:30~17:15(土・日・祝祭日及び上記の時間以外は救急対応)"
,"若狭高浜病院","919-2225","福井県","高浜町","大飯郡高浜町宮崎87-14-2","18481","0770-72-0880","https://takahama.jcho.go.jp/","火曜 9:00~11:30第2・4金曜 9:00~11:30"
,"福井総合クリニック","910-0067","福井県","福井市","福井市新田塚1丁目42-1","18201","0776-21-1300","http://www.f-gh.jp/","平日 8:30~17:00土曜 8:30~12:30"
,"ホーカベレディースクリニック","918-8002","福井県","福井市","福井市左内町10号11番地","18201","0776-36-0665","https://www.hookabe.com/","平日 9:00~18:30(水曜は休診)土曜 9:00~14:00"
,"加藤内科・婦人科クリニック","910-0845","福井県","福井市","福井市志比口1丁目10-28","18201","0776-53-0053","http://www.katouhomecare.ecnet.jp/","平日 8:00~18:00(木曜は12:00まで)土曜 8:00~18:00時間外 電話で対応可"
,"レディースクリニックつねざわ","910-0858","福井県","福井市","福井市手寄1丁目7-23 駅東さくらビル4階","18201","0776-30-5233","https://lc-tsunezawa.jp/","月・火・木・金曜 9:00~12:30 14:30~18:30水・土曜 9:00~12:30"
,"平井医院","910-0019","福井県","福井市","福井市春山2丁目24-9","18201","0776-22-6733","","平日・土曜 9:00~18:00木曜日 9:00~13:00"
,"まきレディースクリニック","910-0064","福井県","福井市","福井市新田塚町101","18201","0776-22-8989","http://makilc.web.fc2.com/","月・火・水・金曜 8:30~18:00土曜 8:30~12:30"
,"打波外科胃腸科・婦人科","910-0017","福井県","福井市","福井市文京7丁目10-2","18201","0776-26-7171","www.uchinami.clinic-hp.com","平日 9:00~18:00(火・木は17:00まで)要予約水曜 9:00~13:00土 9:00~17:00 要予約"
,"本多レディースクリニック","910-0004","福井県","福井市","福井市宝永4丁目2番18号","18201","0776-24-6800","www.honda-lc.or.jp","月・火・木・金曜 9:00~18:20土曜 9:00~12:50"
,"ふくのレディースクリニック","910-0842","福井県","福井市","福井市開発5丁目606番地","18201","0776-52-3600","https://www.fukuno_clinic.com","月・火・木・金曜 9:00~18:00土曜 9:00~12:00"
,"金津産婦人科クリニック","919-0621","福井県","あわら市","あわら市市姫1-8-5","18208","0776-73-3800","http://www3.ocn.ne.jp/~doniwa/","平日 8:30~18:00(水曜のみ8:30~12:00まで)土曜 8:30~17:00"
,"春日レディスクリニック","919-0465","福井県","坂井市","坂井市春江町江留上新町8番地","18210","0776-51-6080","http://www.kasuga-lc.com/","平日、土曜、日曜対応可"
,"栃木産婦人科医院","912-0053","福井県","大野市","大野市春日92-6","18205","0779-66-2502","","平日 9:00~12:00 15:00~18:00土曜 9:00~12:00 15:00~18:00"
,"藤井医院","915-0841","福井県","越前市","越前市文京1丁目6-28","18209","0778-23-3211","","平日、土曜 9:00~18:30水曜 9:00~12:00"
,"医療法人 文生会 井元産婦人科医院","915-0061","福井県","越前市","越前市堀川町6-25","18209","0778-23-3541","www.imoto-sanfujinka.com","月・火・木・金曜 9:00~12:00 15:00~18:00水・土曜 9:00~12:00"
,"加藤産婦人科","916-0022","福井県","鯖江市","鯖江市水落町1-4-21","18207","0778-51-1285","","平日 9:00~12:00 14:30~19:00土曜 9:00~12:00 14:00~16:00"
,"産婦人科 鈴木クリニック","916-0041","福井県","鯖江市","鯖江市東鯖江町4丁目2-23","18207","0778-52-6000","https://suzuki-clinic-sanfujinka.com","平日 土曜 日曜 7:00~24:00"
,"医療法人 松田マタニティクリニック","914-0815","福井県","敦賀市","敦賀市平和町7-3","18202","0770-24-1131","","月・火・木・金曜 9:00~12:30 15:00~17:30水・土曜 9:00~12:30"
,"産科・婦人科 井上クリニック","914-0814","福井県","敦賀市","敦賀市木崎49-24-1","18202","0770-21-4103","https://www.siclinic.jp/","月・火・木・金曜 9:00~18:00水・土曜 9:00~12:00"
,"中山クリニック","917-0026","福井県","小浜市","小浜市多田2-2-1","18204","0770-56-5588","http://www.nakayamaclinic.jp/","平日 9:00~18:00水曜、土曜 9:00~12:00"
,"岩手県立中央病院","020-0066","岩手県","盛岡市","岩手県盛岡市上田1丁目4番1号","03201","019-653-1151","http://www.chuo-hp.jp/","終日"
,"西島産婦人科","020-0066","岩手県","盛岡市","岩手県盛岡市上田一丁目19-11","03201","019-624-5855","―","月・火・水・金9:00-18:00木・土9:00-12:00"
,"医療法人一舟会みうら産婦人科医院","020-0855","岩手県","盛岡市","岩手県盛岡市上鹿妻田貝11番地1","03201","019-658-1139","","月・火・木・金8:30-12:30、14:00-18:00水8:30-12:30土8:30-13:00"
,"今井産婦人科内科クリニック","020-0877","岩手県","盛岡市","岩手県盛岡市下ノ橋町1-5","03201","019-623-4881","http://www.imai-clinic-morioka.com/","月~金曜日:9:00-12:30、14:30-18:30土曜日:9:00-14:00"
,"産婦人科内科幸クリニック","020-0021","岩手県","盛岡市","岩手県盛岡市中央通一丁目5番18号","03201","019-625-1103","―","月・火・木・金9:00-18:00水15:00-18:00土9:00-13:00"
,"盛岡友愛病院","020-0834","岩手県","盛岡市","岩手県盛岡市永井12-10","03201","019-638-2222","http://www.yu-ai.net/","平日9:00-15:30土曜(第1・3・5)9:00-11:00"
,"社団医療法人啓愛会孝仁病院","020-0052","岩手県","盛岡市","岩手県盛岡市中太田泉田28番地","03201","019-656-2888","http://www.kojin-hp.jp/","月・火・金8:30-11:30水8:30-11:30、13:00-16:30(但し第4週休診)土8:30-11:30,13:00-16:30"
,"夕顔瀬内科産婦人科医院","020-0064","岩手県","盛岡市","岩手県盛岡市梨木町6-12","03201","019-622-6519","http://www.yuugaoseclinic.com/","平日9:00-12:30、14:15-18:00土曜9:00-13:00"
,"医療法人さいとうレディスクリニック","020-0033","岩手県","盛岡市","岩手県盛岡市盛岡駅前北通3-33","03201","019-621-3555","https://saito-ledies.jp/","月・木10:00-13:00、16:00-18:45火・水・金・土10:00-13:00(第2・4土・日・祝日 休診)"
,"産科婦人科吉田医院","020-0886","岩手県","盛岡市","岩手県盛岡市若園町10番4号","03201","019-622-9433","http://www.yoshidaiin.com/ホームページ変更予定で変わる可能性あります","平日9:00-18:30水曜日9:00-12:00土曜日9:00-14:00診療時間中、時間外・休日は電話で相談"
,"村井産婦人科医院","020-0874","岩手県","盛岡市","岩手県盛岡市南大通2町目4-8","03201","019-654-0155","https://murai-sanfujinka.jp/","平日9:00-17:00土曜9:00-12:30"
,"やはば産婦人科","028-3609","岩手県","矢巾町","岩手県矢巾町医大通2-4-6","03322","019-698-1122","http://yahaba-sanfujinka.com/","月・火・水・金8:30-17:30木・土8:30-12:30"
,"岩手県立宮古病院","027-0096","岩手県","宮古市","岩手県宮古市崎鍬ヶ崎1-11-26","03202","0193-62-4011","http://www.miyako-hp.jp/","診療時間内平日8:30-17:15"
,"松井産婦人科医院","027-0086","岩手県","宮古市","岩手県宮古市新町3-11","03202","0193-62-1617","―","平日8:30-17:30土曜日8:30-12:00"
,"佐藤産婦人科小児科医院","024-0092","岩手県","北上市","岩手県北上市新穀町1丁目5番28号","03206","0197-63-6262","―","平日9:00-12:30、14:00-17:45木、土曜9:00-12:30"
,"医療法人 齊藤産婦人科医院","024-0034","岩手県","北上市","岩手県北上市諏訪町二丁目6-37","03206","0197-64-2136","―","平日8:30-17:30木曜.土曜8:30-12:00"
,"北上済生会病院","024-8506","岩手県","北上市","岩手県北上市花園町一丁目6番8号","03206","0197-64-7722","http://www.saiseikai-hp.or.jp/","24時間"
,"岩手県立中部病院","024-8507","岩手県","北上市","岩手県北上市村崎野17地割10番地","03206","0197-71-1511","http://www.chubu-hp.com/","24時間救急対応可能"
,"医療法人愛心会KUBOクリニック","025-0082","岩手県","花巻市","岩手県花巻市御田屋町1番69号","03205","0198-21-1103","―","月・火・木・金9:00-16:30土9:00-11:30"
,"産婦人科おいなお医院","023-1101","岩手県","奥州市","岩手県奥州市江刺岩谷堂小境11","03215","0197-34-3033","―","平日14:30-17:00木・土9:00-11:30(緊急時電話予約)"
,"見レディースクリニッ","023-0053","岩手県","奥州市","岩手県奥州市水沢大手町四丁目8番地","03215","0197-24-6657","http://omi-ladies.com/","平日9:00-12:00、14:00-18:00土曜9:00-12:00"
,"レディースクリニック清水医院","023-0817","岩手県","奥州市","岩手県奥州市水沢宮下町40","03215","0197-24-6647","https://oshu.mypl.net/shop/00000348495/","平日8:30-12:00、14:00-17:45木曜日8:30-12:00土曜8:30-13:00"
,"医療法人博愛会 一関病院","021-0884","岩手県","一関市","岩手県一関市大手町3-36","03209","0191-23-2050","http://www.ichi-hp.jp/","平日9:00-11:00土9:00-11:00(第2・4土曜日のみ)"
,"岩手県立磐井病院","029-0192","岩手県","一関市","岩手県一関市孤禅寺字大平17番地","03209","0191-23-3452","http://www.iwai-hp.com/","24時間"
,"産婦人科 野田","021-0852","岩手県","一関市","岩手県一関市沢21","03209","0191-23-0608","https://www.sanfnoda.com/","平日9:00-18:00木曜休診土・日9:00-12:30"
,"医療法人コスモスレディースクリニック","021-0885","岩手県","一関市","岩手県一関市田村町5-56","03209","0191-31-1103","http://www.cosmos-ladies-clinic.com/","午前受付時間(月~土)8:30-12:00、午後受付時間(火・水・金)14:30-18:00心館受付は午前・午後受付終了30分前まで。女性医師は平日午前中のみ。"
,"医療法人弘誠会阿部医院","029-0302","岩手県","一関市","岩手県一関市長坂字町379","03209","0191-47-3898","htts://abe-iin.com/","月・火・水・金8:30-17:30木・土8:30-12:00"
,"竹下医院","028-0066","岩手県","久慈市","岩手県久慈市中の橋1-5","03207","0194-53-0022","http://www.takesita-iin.com/","平日9:00-18:00(12:00-13:00昼休み)第1・3土曜日9:00-12:00"
,"岩手県立二戸病院","028-6193","岩手県","二戸市","岩手県二戸市堀野字大川原毛38番地2","03213","0195-23-2191","http://www.ninohe-hp.net/","平日8:30-11:00"
,"六甲アイランド甲南病院","658-0032","兵庫県","神戸市東灘区","兵庫県神戸市東灘区向洋町中2丁目11番地","28101","078-858-1111","http://kohnan.or.jp/rokko/","月・火・木・金 9:00-11:30 のみ対応可"
,"神戸市立医療センター西市民病院","653-0013","兵庫県","神戸市長田区","兵庫県神戸市長田区一番町2丁目4番地","28106","078-576-5251","","平日 9:00-11:30(火・木曜日は9:00-10:30)"
,"医療法人社団慈恵会 新須磨病院","654-0048","兵庫県","神戸市須磨区","兵庫県神戸市須磨区衣掛町3丁目1番14号","28107","078-735-0001","https://www.jikeikai-group.or.jp/shinsuma/","平日(含む、土曜日) 9:00~12:00"
,"医療法人社団純心会パルモア病院","650-0012","兵庫県","神戸市中央区","兵庫県神戸市中央区北長狭通4-7-20","28110","078-321-6000","http://www.palmore.or.jp/","1)平日および土曜: 8:30-18:00 (ただし、通常の診療時間内は予約またはご来院の順にしたがって対応します)2)日曜祝日は当院受診歴のある方に限り10:00-18:00の時間帯のみ対応可能 (ただし、分娩手術等のため長時間お待たせする可能性有り)"
,"池田診療所","658-0001","兵庫県","神戸市東灘区","兵庫県神戸市東灘区森北町2丁目2番3号","28101","078-451-1331","","月曜~土曜 9:00-18:30(祝祭日、年末年始を除く)"
,"医療法人社団産科婦人科ナカムラクリニック","658-0046","兵庫県","神戸市東灘区","兵庫県神戸市東灘区御影本町2丁目9番1号","28101","078-851-0031","http://www.nakamura-lc.com/","月・火・水・金 9:00-12:00  17:00-19:00木・土 9:00-12:00"
,"山崎産科婦人科医院","658-0052","兵庫県","神戸市東灘区","兵庫県神戸市東灘区住吉東町2-4-38","28101","078-851-6490","http://yamasaki-lc.ftw.jp","平日9:30-13:00, 15:00-18:00 土曜日9:00-12:00"
,"こじまレディースクリニック","658-0047","兵庫県","神戸市東灘区","兵庫県神戸市東灘区御影2-32-12","28101","078-414-7670","http://www.kojima-lc.jp/","平日10:00-13:00 16:00-19:00 土曜10:00-13:00"
,"登村レディスクリニック","658-0046","兵庫県","神戸市東灘区","兵庫県神戸市東灘区御影本町4丁目11-5","28101","078-841-3599","http://www.tomura-lc.com/","月、水、金 9:00-12:00, 16:00-19:00火、木、土 9:00-12:00"
,"中島クリニック","658-0072","兵庫県","神戸市東灘区","兵庫県神戸市東灘区岡本1-13-7-202","28101","078-431-3230","http://www.nakajima-c.jp/","月~土 9:30-12:30 16:00-19:00木・土は午前診のみ"
,"もりレディースクリニック","658-0003","兵庫県","神戸市東灘区","兵庫県神戸市東灘区本山北町2丁目9-7","28101","078-412-3935","http://mori-lc.jp/","24時間対応(自己都合により断ることもあり)"
,"医療法人社団たなべ産婦人科","657-0028","兵庫県","神戸市灘区","兵庫県神戸市灘区森後町3丁目5番30号ナタール六甲ビル6階","28102","078-821-0303","https://www.tanabe-clinic.com/","平日 9:00-12:00  17:00-19:00(木曜休み)土曜 9:00-12:00"
,"川口レディースクリニック","657-0846","兵庫県","神戸市灘区","兵庫県神戸市灘区岩屋北町7丁目1-30-201","28102","078-881-8208","http://www.klady-clinic.gr.jp/","平日 AM9:30-12:30 PM4:00-7:00  土曜日AM9:30-2:00"
,"亀田マタニティ・レディースクリニック","657-0051","兵庫県","神戸市灘区","兵庫県神戸市灘区八幡町1-8-15","28102","078-822-4188","https://www.kameda-c.com/","外来診療時間(月・水・金 9:00-12:00  16:00-19:00  火・木・土 9:00-12:00)"
,"雅レディースクリニック","657-0028","兵庫県","神戸市灘区","兵庫県神戸市灘区森後町3-5-41 FTKビル2F","28102","078-857-0155","http://www.miyabi-lc.com/","平日:10:00-13:00 14:00-18:00(木曜日は休診)土曜:10:00-13:00"
,"野々垣レディースクリニック","652-0897","兵庫県","神戸市兵庫区","兵庫県神戸市兵庫区駅南通1丁目2-34 兵庫駅前クリニックビル5F","28105","078-681-4103","http://nlc-hyogo.net","月・火・木~土:9:30~11:50  月・火・金:16:00~18:20  水:9:30~11:20,16:30~18:20診療は予約制ですので、あらかじめ予約をお取りください"
,"みちもとレディースクリニック","653-0022","兵庫県","神戸市長田区","兵庫県神戸市長田区東尻池町2丁目3-16","28106","078-671-4050","michimoto-cl.com","平日9:30-12:30 17:00-19:00土曜9:30-12:30 木曜 日曜休診"
,"愛育産婦人科","654-0131","兵庫県","神戸市須磨区","兵庫県神戸市須磨区横尾1-9-2","28107","078-741-6231","http://plaza.harmonix.ne.jp/~hiraike/pc/","平日(木曜休診)と土日祝も午前診有ります9:00~12:30。 月水金曜は午後診も有ります16:00~19:00。"
,"益子産婦人科医院","654-0023","兵庫県","神戸市須磨区","兵庫県神戸市須磨区戎町3-5-15","28107","078-732-4103","https://www.masuko-clinic.or.jp/","診療時間内月~土9:00~12:00(水曜9:00~11:00)月・火・金17:00~19:00"
,"森産婦人科医院","654-0033","兵庫県","神戸市須磨区","兵庫県神戸市須磨区東町4丁目1-23","28107","078-739-3000","","平日(木曜以外) 9:30-12:00 17:00-19:00木・日・祝 対応不可  土曜 9:30-12:00"
,"清水クリニック","655-0006","兵庫県","神戸市垂水区","兵庫県神戸市垂水区本多聞6丁目28番23号","28108","078-783-3030","https://byoinnavi.jp/clinic/71438","平日 8:00-20:00日曜 8:00-12:00"
,"竹森レディースクリニック","655-0046","兵庫県","神戸市垂水区","兵庫県神戸市垂水区舞子台2-9-10 ミサキメディカルビル2F","28108","078-766-3990","http://www.takemori-lc.com/","平日9:30-12:30 16:00-18:30、土曜日9:30-12:30"
,"森本産婦人科クリニック","655-0051","兵庫県","神戸市垂水区","兵庫県神戸市垂水区舞多聞西5丁目1-7","28108","078-786-1103","https://morimoto-mc.com/","月・水・金・土 9:00~12:00、16:00~19:00"
,"安部内科婦人科クリニック","651-1313","兵庫県","神戸市北区","兵庫県神戸市北区有野中町1-11-10 仲第一ビル","28109","078-984-3188","https://a.inet489.jp/abnf3188/","月~木 9:00-13:00 16:00-19:00 金・土9:00-13:00"
,"オカ・レディース・クリニック","651-1222","兵庫県","神戸市北区","兵庫県神戸市北区大原3-8-1","28109","078(586)2626","http://www.oka-lc.jp/","月・水・金 9:00-12:00 17:00-20:00 火・木・土 9:00-12:00"
,"かとうレディースクリニック","651-1302","兵庫県","神戸市北区","兵庫県神戸市北区藤原台中町1-2-1 北神中央ビル307号","28109","078-595-7258","https://www.oklc.org","月火水木金日10:00-12:30 月火水16:00-18:30 土15:00-18:00"
,"医)産科・婦人科 みずとりクリニック","651-1301","兵庫県","神戸市北区","兵庫県神戸市北区藤原台北町7-2-7","28109","078-987-4103","https://mizutori-clinic.com/","月~土 9:30~13:00 月・水・金 17:30~19:30"
,"松岡産婦人科クリニック","651-1221","兵庫県","神戸市北区","兵庫県神戸市北区緑町1-6-18","28109","078-582-0003","http://ms-cl.com","平日:9:00~12:0018:00~20:00土曜:9:00~12:00"
,"レディスクリニックヨコヤマ","651-1313","兵庫県","神戸市北区","兵庫県神戸市北区有野中町2丁目13-17","28109","078-987-4100","","日・月・火・木 10:00-13:00 15:00-18:00水・金 10:00-13:00"
,"ゆかりレディースクリニック","650-0021","兵庫県","神戸市中央区","兵庫県神戸市中央区三宮町1-4-9ワコーレ神戸三宮ビル3F","28110","078-391-7887","https://yukari-clinic.com","月・火・木・金・土10:00-13:0015:30-18:30"
,"坂口クリニック","650-0022","兵庫県","神戸市中央区","兵庫県神戸市中央区元町通4丁目3-16","28110","078-341-0038","","月、火、水 9:00-12:00, 16:00-18:00金 9:00-12:00, 16:00-17:30木、土 9:00-12:00       祝・日 休"
,"渚診療所","651-0094","兵庫県","神戸市中央区","兵庫県神戸市中央区琴ノ緒町3丁目2-1琴ノ緒ビル2F","28110","078-222-2001","http://nagisa.hiho.jp/","平日 10:00-12:00  17:00-19:00土 16:00-17:00"
,"英ウィメンズクリニック","650-0021","兵庫県","神戸市中央区","兵庫県神戸市中央区三宮町1-1-2 三宮セントラルビル","28110","078-392-8723","https://www.hanabusaclinic.com/","平日 : 8:30~16:00土日祝 : 8:30~15:00"
,"はやし女性クリニック","650-0017","兵庫県","神戸市中央区","兵庫県神戸市中央区楠町5-1-13","28110","078-351-1688","http://www.medic-grp.co.jp/doctor/","平日10:00-13:00 15:30-18:30"
,"山口レディスクリニック","650-0001","兵庫県","神戸市中央区","兵庫県神戸市中央区加納町3-4-7","28110","078-391-2246","https://www.lcy.jp/","診療時間内および、平日 19:00~20:15、土曜日 16:00~19:15(変更する場合もございますので詳しくは弊院のウェブサイトでご確認下さい。)"
,"山下レディースクリニック","651-0086","兵庫県","神戸市中央区","兵庫県神戸市中央区磯上通7-1-8三宮プラザWEST4F","28110","078-265-6475","https://www.ylc.jp/","月火水金 10:00-20:00木土 10:00-13:00"
,"山田医院","650-0001","兵庫県","神戸市中央区","兵庫県神戸市中央区加納町4丁目9-3","28110","078-391-2234","","平日 9:00-19:00土曜 9:00-13:00"
,"山辺レディースクリニック","650-0021","兵庫県","神戸市中央区","兵庫県神戸市中央区三宮町2丁目5-1三宮ハートビル5階","28110","078-335-0555","https://yamabeclinic.com/","平日(午前)10:00-13:00平日(午後)15:00-19:00土曜   11:00-14:30"
,"医療法人恵友会久保みずき女性・検診クリニック","651-2273","兵庫県","神戸市西区","兵庫県神戸市西区糀台5丁目6-3神戸西神オリエンタルホテル内","28111","078-990-3030","https://kubomizuki.com/","月・火・金 9:00-17:00水 13:00-19:00木 9:00-19:00"
,"久保みずきレディースクリニック菅原記念診療所","651-2277","兵庫県","神戸市西区","兵庫県神戸市西区美賀多台3丁目13-8","28111","078-961-3333","http://www.kubomizuki.or.jp/","月・水・金 9:30-11:30 16:00-18:30火・木 9:30-11:30土 9:30-11:30 14:00-15:30"
,"おかざきマタニティクリニック","651-2103","兵庫県","神戸市西区","兵庫県神戸市西区学園西町5丁目2-5","28111","078-798-1103","http://www.gakuentoshi-mc.com/","平日8:00~24:00 土曜日曜祝日8:00~24:00"
,"尼崎医療生協病院","661-0033","兵庫県","尼崎市","兵庫県尼崎市南武庫之荘12丁目16-1","28202","06-6436-1701","https://www.amagasaki.coop/byouin/","平日 8:30-16:30土曜 8:30-11:30"
,"伊藤産婦人科医院","661-0012","兵庫県","尼崎市","兵庫県尼崎市南塚口町1-7-5","28202","06-6426-6155","http://www.ito-sanfujinka.com","土・日・月: 9:30-13:30, 14:00-18:00火: 9:00-:12:30水: 9:30-13:30, 15:30-19:00"
,"末包クリニック","661-0033","兵庫県","尼崎市","兵庫県尼崎市南武庫之荘1丁目13-10","28202","06-6435-2488","","診療時間内"
,"産科・婦人科 衣笠クリニック","661-0953","兵庫県","尼崎市","兵庫県尼崎市東園田町9-10-1","28202","06-6494-0070","http://kinugasakai.com","月・火・水・金 9:00-13:00 16:30-18:30 木・土 9:00-13:00"
,"医療法人社団南川クリニック","661-0001","兵庫県","尼崎市","兵庫県尼崎市塚口本町2丁目20-1","28202","06-6423-3046","https://www.minakawa-obgy.or.jp/","平日 9:00-12:30 17:00-19:30木曜・土曜 9:00-12:30"
,"ウィメンズクリニック横田","661-0002","兵庫県","尼崎市","兵庫県尼崎市塚口町1丁目24-2","28202","06-6421-7240","wclinic-yokota.com","平日 9:00-12:00、16:30-19:00、木曜・土曜9:00-12:00"
,"かないレディースクリニック","661-0002","兵庫県","尼崎市","兵庫県尼崎市塚口町5丁目10-3","28202","06-4961-6050","http://kanai-clinic.com/","月曜-土曜日 9:00-12:00 月、火、木は14:00-16:30"
,"医療法人社団 JUNレディースクリニック","661-0976","兵庫県","尼崎市","兵庫県尼崎市潮江1丁目3-43 緑遊新都心ビル2階","28202","06-4960-8115","https://www.jun-lc.jp/","月・火・木・金 9:30~16:00水・土 9:30~12:00"
,"武居レディースクリニック","661-0035","兵庫県","尼崎市","兵庫県尼崎市武庫之荘2丁目1-1","28202","06-6431-1123","","平日 9:00-12:30 16:30-19:30土曜 9:00-12:30"
