post_type,post_status,post_id,renban,todohuken_no,tax_todofuken,post_title,custom_postalcode,custom_address_city,custom_address,custom_phone,custom_fax,custom_openinghours,tax_is_emergency_contact,custom_emergency_contact_phone,pharmacist_name
,,,,,埼玉県,とまと薬局,355-0028,東松山市箭弓町2-2-20江野ビル1階,0493-21-7677,0493-21-7678,月～土 8:45~18:00,有,0493-21-7677,1,古川 愛恵
,,,,,埼玉県,中川薬局東松山店,355-0031,東松山市五領町2-10,0493-81-6491,493816492,月～金9時30分～19時30分　土9時30分～13時30分,有,7022665063,1,牧 宏績
,,,,,埼玉県,つばさ薬局,355-0062,東松山市西本宿１８５７,0493-31-1701,0493-31-1702,月～金9:00～18:00土9:00～13:00,有,070-4135-5380,1,高木　浩介
,,,,,埼玉県,ひばり薬局石橋店,355-0072,東松山市石橋1816-2,049-324-0020,493240021,(月)（火）(水)：9：00～18：30 (木)：9：00～17：00 (土)：9：00～15：30,有,493240020,1,平岡 直也
,,,,,埼玉県,オレンジ薬局上野本店,355-0073,東松山市上野本1227-1,0493-59-8236,0493-59-8256,月～金　9:00～18:00 木　　　10:00～17:00 土　　　10:00～15:00,有,090-9154-6228,1,小池 綾子
,,,,,埼玉県,きりん薬局,355-0215,比企郡嵐山町平沢414-7,0493-63-0855,0493-63-0856,月〜火9:00〜19:00 水　　9:00〜17:00 木〜土9:00〜19:00,有,0493-63-0855,1,清水 理恵
,,,,,埼玉県,パル薬局嵐山店,355-0221,比企郡嵐山町菅谷513-1,0493-61-0580,493610580,月・火・水・金　9:00～18:30　木・土　9:00～13:00,有,8059659557,1,中山 寛之
,,,,,埼玉県,市川薬局,355-0321,小川町小川４９７－１１,0493-72-0159,0493-74-0492,9:00～13:30、15:00～18:00,有,0493-72-0159,1,海老根　幸恵
,,,,,埼玉県,小川薬剤師会薬局,355-0321,比企郡小川町小川713-5,0493-74-6623,493746624,月～金8:30～17:30 土8:30～12:30,有,493746623,1,吉岡 文子
,,,,,埼玉県,東小川薬局,355-0322,比企郡小川町東小川３－９－３,0493-74-6646,0493-74-6647,月～水・金・土9:00～18:30木9:00～17:00,有,0493-74-6646,1,丸岡　将希
,,,,,埼玉県,大河堂薬局,355-0324,比企郡小川町青山１４７１,0493-72-4600,0493-72-2933,月～木・土8:30～12:30、14:30～18:30金・日・祝休み,無,,1,土橋　義官
,,,,,埼玉県,オオツカ薬局,355-0328,比企郡小川町大塚913-1オオツカ薬局,049-381-4141,049-381-4140,月～日9時～18時 木9時～17時,有,049-381-4141,1,武藤 修祐
,,,,,埼玉県,早川薬局,355-0328,比企郡小川町大塚２２７－４,0493-74-2426,0493-72-0107,9:00～19:00,有,0493-74-2426,2,伊東　進、小池　麻衣子
,,,,,埼玉県,ひばり薬局　滑川店,355-0811,比企郡滑川町羽尾1094-6,0493-56-5535,0493-56-5536,月～水、金、土　9：00～18：00 木　9：00～17：00,有,0493-56-5535,1,木村 拓也
,,,,,埼玉県,ひばり薬局はねお店,355-0811,比企郡滑川町羽尾4397-7,049-359-8510,493598600,月～水、金9：00～18：00　木9：00～18：00　土9：00～12：00,有,493598510,1,藤田 智子
,,,,,埼玉県,パル薬局清見店,356-0002,ふじみ野市清見３－１－６,049-263-0095,049-263-0095,月～金9:00～18:00土9:00～13:00,有,080-9557-7164,1,細谷　由美子
,,,,,埼玉県,すみれ薬局上福岡,356-0003,ふじみ野市大原２－１－１７,049-293-9070,049-293-9072,"　月・木9:00～18:00火・水・金9:00～13:00 14:00～18:00 
土9:00～13:00",無,,2,永友　めぐみ、神林　真由美
,,,,,埼玉県,カイエー薬局,356-0004,ふじみ野市上福岡１－９－２８,049-269-1039,049-269-1043,月～金9:00～19:00土9:00～17:30日9:00～13:00,有,080-6798-7683,2,佐藤　智明、松井　里香子
,,,,,埼玉県,明倫堂薬局,356-0004,ふじみ野市上福岡1-5-32,049-263-6364,492636367,月～土　9:00～19:00　木曜日のみ9:00～17:00,有,0492636364　転送,1,西林 裕子
,,,,,埼玉県,薬局アポック上福岡西口店,356-0006,ふじみ野市霞ケ丘1-2-27-101,049-256-5280,049-256-5281,月～金9:00～19:00 土日祝9:00～18:00,有,090-1042-6557,1,島﨑 良
,,,,,埼玉県,こま薬局,356-0038,ふじみ野市駒林元町2-1-39,049-293-1135,049-293-1136,月～金　9:00-19:00　土　9:00-16:30,有,049-293-1135,1,若林 史哲
,,,,,埼玉県,イオン薬局大井店,356-0050,ふじみ野市ふじみ野1-2-1,049-210-9310,049-210-9312,9時〜21時,無,049-210–9310,3,生嶋 昌子、松田 澄江、森　由香利
,,,,,埼玉県,サンタの健康薬局川越店,356-1162,川越市南大塚４－３－１９,049-293-5236,049-293-5237,月～水・金9:00～12:30、15:00～16:30土9:00～12:30、15:00～17:30,無,,1,山田　敦士
,,,,,埼玉県,ヴェルペン双柳薬局,357-0021,飯能市双柳1229-5,042-975-5050,042-975-5051,月～金9:00～17:15　土9:00～13:00,有,042-975-5533,1,平馬 崇
,,,,,埼玉県,かばさん薬局しふり店,357-0024,飯能市緑町４－１１,042-974-6797,042-978-5168,月～金9:00～19:00土9:00～18:30,無,,1,寺川　百合子
,,,,,埼玉県,はちまん薬局,357-0033,飯能市八幡町３－２０,042-975-5511,042-975-5512,月～金9：00～19：00土9：00～13：00,有,042-975-5533,1,柴﨑　俊
,,,,,埼玉県,東町ヴェルペン薬局,357-0034,飯能市東町3-2-105,042-975-7755,042-975-7070,日祝8:30〜12:30月〜土8:30〜19:00,有,429755533,3,関谷 年成、山口 翔司、水野　彩来
,,,,,埼玉県,ヴェルペン薬局,357-0036,飯能市南町９－２３,042-975-5500,042-975-5522,月・火・水・金9:00～18:30木9:00～17:00土9:00～17:30,有,042-975-5533,5,森　綾子、水野　彩菜、佐々木　幸子、長江　修、新井　春香
,,,,,埼玉県,ふれあい薬局飯能店,357-0037,飯能市稲荷町３－１７,042-972-1323,042-972-1324,月～金9:00～18:00土9:00～16:00,有,042-972-1323,5,池田　里江子、友成　康二、岡野　さやか、新井 智春、立田 健二
,,,,,埼玉県,有限会社いなり町,357-0037,飯能市稲荷町２－１３,042-975-3155,042-975-3156,月～土 9:00～18:00,無,,1,佐久間　大
,,,,,埼玉県,ヴェルペン川寺薬局,357-0044,飯能市川寺473-5,042−983−8088,042−983−8070,月、火、金9:00〜19:00 水、木、土9:00〜17:00,有,042−975−5533,2,石塚 義徳、千装 裕史
,,,,,埼玉県,かばさん薬局入間店,358-0003,入間市豊岡４－６－５,042-936-9465,042-936-9725,"月･火･木･金8:30～19:00 
水9:00～13：00　14：00～18:00土8:30～17:00",無,,2,照井　隆、豊島　智子
,,,,,埼玉県,ポプラ薬局,358-0003,入間市豊岡１－５－２５,04-2901-1300,04-2901-1301,月～土9:00～18:00日・祝・年末年始休み,無,,2,鷹羽司　千秋、樋高　朋子
,,,,,埼玉県,薬局アポック入間店,358-0003,入間市豊岡１－５－２３,04-2960-1620,04-2960-1621,月～土9:00～19:00日・祝日9:00～17:00,有,080-1271-7087,3,木曽　友美子、園部　和代、上村　苑子
,,,,,埼玉県,クオール薬局入間店,358-0007,入間市大字黒須１３７１－８,04-2960-3222,04-2960-3225,9:00～18:00,有,080-8754-5582,1,投野　加代子
,,,,,埼玉県,パル薬局黒須店,358-0007,入間市黒須2-2-11Ｆ,042-960-0203,429600204,月～金　9:00～18:30 土　9:00～13:00,有,8059659551,1,高橋 春香
,,,,,埼玉県,鈴木薬局,358-0011,入間市下藤沢4-1-15,042-966-6860,429683780,月から金曜日9時〜19時 土曜日9時〜14時 日曜、祝日休み,有,8035453235,1,糸原 剛
,,,,,埼玉県,鈴木薬局入間店,358-0011,入間市下藤沢4－1－15,04-2966-6860,04-2968-3780,月～金9：00～19：00 土9：00～14：00,無,080-3545-3235,1,田中 博子
,,,,,埼玉県,武蔵藤沢薬局,358-0012,入間市東藤沢3-19-23武蔵藤沢薬局,04-2935-4762,04-2935-4763,月～金　8：45～17：00 第一、三、五土曜　8：30～17：00 第二、四土曜　　　9：00～13：00,有,429354762,1,堀江 央樹
,,,,,埼玉県,ヴェルペン上藤沢薬局,358-0013,入間市上藤沢18-2,04-2960-5001,04-2960-5002,月～水、金9:00～19:00　木9:00～12:00　土9:00～13:00,無,,2,岩下 紗希、神力 美芽
,,,,,埼玉県,ファーコス薬局入間,358-0054,入間市野田４３５－１,04-2932-8121,04-2932-2041,月～金9:30～18:30土・日9:00～12:30木･祝休み,有,04-2932-8121,4,宮本　佐知、高柳　いづ美、長澤　直子、山口　雅晃
,,,,,埼玉県,うさぎ薬局東所沢店,359-0021,所沢市東所沢２丁目24-8,04-2937-5770,04-2937-5842,月水木金　　　9；00-13；00　14；00-18；00 土　　　　　　9；00-15；00 日（第1.3のみ）9；00-13；00,無,9017325758,1,山口 由美
,,,,,埼玉県,わかさ薬局東新井店,359-0034,所沢市東新井町１６,04-2998-0552,04-2998-0553,8:30～17:00,有,,1,角田　多恵
,,,,,埼玉県,ファーコス薬局くすのき台,359-0037,"所沢市くすのき台１－１２－２０
第６西村ビル１階",04-2996-0690,04-2996-1066,月・火・水・金8:30～19:00木9:00～18:30土8:30～14:00,有,04-2996-0690,1,佐藤　温子
,,,,,埼玉県,さくら薬局所沢東口店,359-0038,所沢市北秋津７５４,04-2996-3250,04-2996-3248,月～土9:00～18:00日・祝9:00～17:00,有,04-2996-3250,1,杉本　あや
,,,,,埼玉県,あすか薬局中新井店,359-0041,所沢市中新井2-66-1,04-2990-2300,04-2990-2301,月・水・木　9：00～12：30　15：00～18：30 火・土　9：00～12：30 金　9：00～13：00,無,070-2654-1423,1,平澤 舞子
,,,,,埼玉県,有限会社スカイ薬局,359-0041,所沢市中新井3-20-35-104,04-2943-3222,04-2943-4244,月～金 9:00～19:00土 9:00～13:00,有,080-1106-9625,2,中野　克哉、奥村　多佳子
,,,,,埼玉県,あだち薬局,359-0042,所沢市並木３－１　所沢パークタウン団地１－１０３,04-2995-5830,04-2992-0101,月～金9:00～19:00土10:00～14:00日･祝休み,無,,4,室岡　哲子、近藤　桂子、鬼山　久美子、安達 航平
,,,,,埼玉県,リーフ薬局,359-0044,所沢市松葉町24番3号新所沢OTAビル1F,04-2991-7707,04-2991-7708,月　水　木　金　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 8：30～13：00　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 14：30～18：30　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 土 8：30～13：00 14：30～18：00 火 8：30～16：30,有,080-9287-8811,2,浪山 富美子、藤木 忠
,,,,,埼玉県,東口薬局,359-0044,所沢市松葉町１０－２,04-2992-9355,04-2994-2755,月～水・金9:00～19:00木9:00～18:00土9:00～15:00　,無,,2,片居木　静、宮野　奨
,,,,,埼玉県,さくら薬局美原店,359-0045,所沢市美原町２－２９６５－２６,04-2937-5863,04-2937-5864,月～金9：00～20：00土日祝9：00～18：00,有,04-2937-5863,1,楠富　伊織
,,,,,埼玉県,あすか薬局狭山ヶ丘店,359-1106,所沢市東狭山ケ丘1-7-1,04-2929--0180,04-2929-0181,月～水、金　9時～20時　木　9時～17時　土　9時～13時,有,080-2346-2929,1,名取 信子
,,,,,埼玉県,ファーコス薬局東狭山ヶ丘,359-1106,所沢市東狭山ヶ丘６－７４７－１８,04-2929-8600,04-2929-8601,月～土8:30～17:30,有,04-2929-8600,1,阿部　愛
,,,,,埼玉県,日本調剤狭山ヶ丘薬局,359-1106,所沢市東狭山ヶ丘4-2692-1,04-2936-7987,04-2936-7988,月〜日9：00〜18：00,有,090-1995-2271,1,藤澤　啓
,,,,,埼玉県,あすか薬局緑町店,359-1111,所沢市緑町2-2-17,04-2929-0505,04-2929-0506,月水木:9:00〜18:00 火:9:00〜17:00 金:9:00〜19:00 土:9:00 〜12:00,有,9055859997,1,矢沢 ちづる
,,,,,埼玉県,さくら薬局所沢店,359-1116,所沢市東町１２－３８,04-2928-7431,04-2920-1414,月・火・木・金9:00～18:00土9:00～16:00,有,04-2928-7431,1,木村　美幸
,,,,,埼玉県,ツルハドラッグ 所沢東町店,359-1116,所沢市東町5-22,04-2937-6851,,月～金9：00～14：00、15：00～19：00土日9：00～14：00、15：00～18：00祝日休み,無,,1,成田　昌世
,,,,,埼玉県,日本調剤ファルマン通り薬局,359-1116,所沢市東町12-7,04-2935-7612,04-2935-7613,月〜水・金9：00～18：30　土9：00～18：00,有,080-7732-2208,2,新井　淳之、山崎　航
,,,,,埼玉県,田辺薬局,359-1123,所沢市日吉町16-16,04-2925-0321,04-2939-2817,月〜土　9:30〜19:30,有,04-2925-0321,1,田邉 浩一郎
,,,,,埼玉県,日本調剤プロぺ通り薬局,359-1123,所沢市日吉町10-18山形ビル1階,042-929-3831,042-929-3832,月〜土9：30〜19：00 日、祝9：30〜18：00,有,090-1115-7968,1,齋川　明伸
,,,,,埼玉県,あすか薬局南住吉店,359-1125,所沢市南住吉22ー33,272968,429401201,"月〜金9：00〜12：00,15：00〜19：00 土9：00〜12：00,13：00〜15：00",有,8022757576,1,平林 枝里
,,,,,埼玉県,のぞみ薬局,359-1131,所沢市久米５５１－１５,042-995-4404,042-995-0410,月～土9:00～18:30第1・3・5土9:00～13:00,無,,1,玉井　絹子
,,,,,埼玉県,あすか薬局小手指2丁目店,359-1141,所沢市小手指町2-17-32,04-2940-5550,04-2940-5551,月〜金9:00〜13:00 15:00〜18:30 土9:00〜13:00,無,080-8472-0798,1,齋藤 紀代美
,,,,,埼玉県,ハナミズキ薬局,359-1141,"所沢市小手指町1-11-4,1F",04-2929-6644,04-2929-6645,月火水金8:00～19:00 木9:00～19:00 土8:00～14:00,有,7053636646,1,池田 恵
,,,,,埼玉県,大洋薬品株式会社あすか薬局小手指店,359-1141,所沢市小手指町1-18-4パークサイド小手指B館1階,04-2929-5355,04-2929-5715,月〜土9〜17時,有,080-2291-1889,1,宮村 純子
,,,,,埼玉県,みずほ薬局,359-1142,所沢市上新井２－６１－１６,04-2903-9350,04-2903-9351,月～金9:00～17:00土9:00～12:30日・祝休み,無,,1,室町　弥
,,,,,埼玉県,リヒト薬局,359-1142,所沢市上新井１－２６－１,04-2921-6000,04-2921-6001,月～水・金8:00～18:00木8:30～18:00土8:00～13:00日・祝日休み,有,070-5563-6648,2,田中　夏子、坂元 宏安
,,,,,埼玉県,あおい調剤薬局　所沢宮本店,359-1143,所沢市宮本町1-14-5,0429-24-3948,0429-24-3949,月～金 9:00～18:30土 9:00～13:30,有,090-6306-9535,2,柳内　麻由子、松浦　吉拓
,,,,,埼玉県,日本調剤若狭薬局,359-1151,所沢市若狭3-2576-1,04-2968-5070,04-2968-5071,月～土9：00～18：00,有,090-2425-6056,2,西隈　隆博、籠尾　航一郞
,,,,,埼玉県,有限会社わかさ薬局,359-1155,所沢市北野新町２－４－２１,04-2938-3060,04-2938-3061,月～金8:30～17:30,無,,3,塚本　京子、阿部　晃子、小宮　美穂
,,,,,埼玉県,ハーモニー薬局,359-1161,所沢市狭山ケ丘１－２９９３－５－１０２,04-2935-7722,04-2935-7776,"月・火・水・金9:00～20:00木9:00～18:00 
土9:00～13:00",有,080-8828-6987,2,井上　豪、石田　旭
,,,,,埼玉県,てんじん薬局,360-0005,熊谷市今井67-5,04-8528-5050,485285051,月〜金9:00〜13:00 15:00〜19:00 土9:00〜13:00 14:00〜17:00,有,485285050,1,一杉 照代
,,,,,埼玉県,やよい薬局,360-0012,熊谷市上之3879-1,048-594-6030,048-521-0912,月～金　9:00～18:00　土　9:00～17:00　日曜日、祝日は閉局,有,048-594-6030,1,大内 一弘
,,,,,埼玉県,飛鳥薬局熊谷店,360-0012,熊谷市上之749-1,048-529-3141,048-529-3140,月〜水 、金9時〜18時30分、木土曜　9時〜18時,有,9058260555,3,細井 星来、吉田 直史、石川 真子
,,,,,埼玉県,クオール薬局熊谷店,360-0013,熊谷市中西４－６－５,048-528-0189,048-528-0151,平日8：30～18：00土8：30～14：00,有,080-8754-5568,2,平山　阿佐美、波岡　香
,,,,,埼玉県,株式会社熊谷市薬剤師会会営薬局中西店,360-0013,熊谷市中西２－８－１,048-520-5280,048-520-5281,月～金9:00～18:00,無,,2,関根　友美、佐藤　祐美子
,,,,,埼玉県,いるか薬局,360-0014,熊谷市箱田1-12-2,048-529-0502,048-529-0502,営業時間：月火水木金9:00～13:00、14:00～18:00（但し在宅業務の為、12:00～15:00は不在となります） 土曜9:00～12:00、15:00～18:00 日曜9:00～12:00 休業日:祝日、祝日のある週の火曜日午後と木曜日,有,080-7771-0718,2,大関 潤、鈴木 大士朗
,,,,,埼玉県,いるか薬局肥塚店,360-0015,熊谷市肥塚1380-17,048-580-3310,048-580-3310,月～金　8：40～13：00　14：00～18：00　土　8：40～12：00,有,070-1075-1235,2,星野 圭志、長濱 京子
,,,,,埼玉県,肥塚薬局,360-0015,熊谷市肥塚４－５８,048-599-3933,048-599-3934,月～土曜日　9:00～18:00,有,048-599-3933,1,後藤 祐一
,,,,,埼玉県,株式会社熊谷市薬剤師会会営薬局佐谷田店,360-0023,熊谷市佐谷田３８００－２,048-520-5282,048-520-5283,月～土9:00～18:00,有,048-520-5282,3,曲　裕美子、小林　まり、星　知子
,,,,,埼玉県,鈴木薬局熊谷店,360-0023,熊谷市佐谷田3810-2,048-577-6175,048-577-6176,月～水9：00-18：00、木金9：00-17：00、土9：00-13：00,有,080-9874-4375,1,小野田 聖士
,,,,,埼玉県,エルム薬局,360-0025,熊谷市太井１６４０－２,048-526-4611,048-526-4612,月・火・木・金　9：00～18：30 水・土　　　　　9：00～18：00,有,9041762413,1,古澤 誠樹
,,,,,埼玉県,寺田薬局太井店,360-0025,熊谷市太井1684－1,048-580-5250,048-580-5251,月曜、火曜、木曜、金曜、土曜：8:30～18:00 水曜：8:30～19:00 第4木曜のみ：9:00～17:00,有,048-580-5250,2,藤内 俊輔、内田 晃司
,,,,,埼玉県,サクラギ薬局,360-0036,熊谷市桜木町1-76,048-523-0712,048-523-0712,月～土9:00～19:00 日・祝日休,有,048-523-0712,1,小林 利啓
,,,,,埼玉県,株式会社熊谷市薬剤師会会営薬局江南店,360-0105,熊谷市板井１６９０－６,048-539-4355,048-539-4356,月～金9:00～18:00土9:00～13:00,有,048-539-4355,2,長谷川　早苗、田島 敬一
,,,,,埼玉県,ひばり薬局江南店,360-0115,熊谷市成沢887-7,048-539-4155,048-539-4156,月火水金9:00～18:00　木9:00～17:00　土日9:00～12:30,有,048-539-4155,1,田部井 和広
,,,,,埼玉県,株式会社熊谷市薬剤師会会営薬局石原店,360-0816,熊谷市石原３－２３１,048-529-1275,048-529-1276,月～金9:00～18:30土9:00～18:00,有,048-529-1275,1,植松　早耶
,,,,,埼玉県,中央薬局三ヶ尻店,360-0843,熊谷市三ヶ尻４８－２,048-577-8415,048-577-8416,月～木9:00～12:30、14:00～18:00金9:00～18:00土9:00～13:00,無,,1,福田　義久
,,,,,埼玉県,有限会社丹羽薬局,360-0843,熊谷市三ヶ尻３３４－２,048-532-1128,048-532-9915,月～金9:00～16:00土9:00～12:30,無,,1,河野　潔枝
,,,,,埼玉県,みやび薬局,360-0854,熊谷市玉井南１－１－２,048-598-8620,048-598-8627,月～土9:00～17:00,有,090-2216-3443,1,松澤　義浩
,,,,,埼玉県,ウエルシア熊谷籠原薬局,360-0856,熊谷市別府１－４６,048-530-5781,048-530-5782,月～土9:00～20:00日・祝9:00～19:00,無,,4,築比地　由紀子、樋口　宏枝、金子　絵里佳、折茂　由子
,,,,,埼玉県,薬局アポック行田店,361-0021,行田市富士見町２－１７－１,048-564-1200,048-564-1201,月～金9:00～18:00土9:00～13:00,無,,1,金子　孝太
,,,,,埼玉県,ファーコス薬局行田,361-0032,行田市佐間２－１６－３６,0485-50-1007,0485-53-1009,月・水・木・金9:00～18:00土9:00～13:00,有,090-5800-0939,1,白吉　紘幸
,,,,,埼玉県,ミキ薬局埼玉行田店,361-0032,行田市佐間1-27-3,048-555-3191,048-555-3291,月火水金9：00～19：00　土9：00～13：00,有,090-2767-6712,1,加部 愛子
,,,,,埼玉県,寺田薬局　本丸店,361-0052,行田市本丸13-4,048-556-0083,048-556-0084,月～水・金 8:30～12:30、14:30～18:00土 8:30～12:30,無,,1,松本　佳展
,,,,,埼玉県,ほうゆう薬局,362-0001,上尾市上848-8,048-782-8291,487828292,月〜金　9時〜18時 土曜日９時〜13時 そのほか、応相談,有,8020577674,1,松浦 太一
,,,,,埼玉県,鈴木薬局北上尾店,362-0008,上尾市上平中央１－１８－１５,048-782-4971,048-782-4972,月・火・木・金9:30～19:00水9:00～17:00土9:00～14:10,有,,4,萩野谷　敦史、小林　亜由美、日坂 綾花、澤田 紫苑
,,,,,埼玉県,クオール薬局上尾東店,362-0013,上尾市上尾村５３９－９,048-778-7189,048-778-8790,月～金9:00～20:30第2・4土・日9:00～12:00第1・3・5日祝休み,有,080-2198-6511,1,細田　真代
,,,,,埼玉県,鈴木薬局上尾本町店,362-0014,上尾市本町5-13-27,048-773-1519,048-778-9861,月火木金9:00〜18:30 水土9:00〜17:00,有,080-3545-3217,1,野中 宏通
,,,,,埼玉県,わかば薬局上尾原市店,362-0021,上尾市原市２２４６－２,048-722-2188,048-722-2189,月・火・木・金9:00～18:30,有,080-3599-2908,2,平岡　里英、森田　真理子
,,,,,埼玉県,ドラッグセイムスエージオ・タウン薬局,362-0036,上尾市宮本町３－２－１０５,048-778-0651,048-778-0652,月～土9:30～20:00,有,048-778-0651,1,加美川　桂子
,,,,,埼玉県,足立屋薬局,362-0037,上尾市上町１－２－３３,048-771-0040,048-772-7575,9:00～19:00,無,,1,武田　麻里
,,,,,埼玉県,わかば薬局上尾駅西口店,362-0042,上尾市谷津2-1-37第二フジビル１階,048-729-4886,048-729-4887,月～金9:00～19:00　土9:00～15:00,有,080-3599-2908,1,遠藤 雄弥
,,,,,埼玉県,(株)アイアイファーマシーくるみ薬局,362-0046,上尾市 壱丁目４６６－３,048-782-0017,048-782-0018,月・火・木・金9:00～19:00水9:00～17:00土9:00～13:00,無,,6,弘中　佑果、武田　純、齊藤　絵美、黒羽　未来、藤原　有希、阪上 真希夫
,,,,,埼玉県,あつみ薬局上尾店,362-0048,上尾市川１－２９－８,048-780-2622,048-780-2623,月・水～金9:00～19:00火・土9:00～13:00,無,,3,神植　瑠璃、小林　千夏、松田　実紗
,,,,,埼玉県,鈴木薬局平方店,362-0059,上尾市平方4277-10,048-780-2127,048-780-2127,月火水金　9：00～18：30　　　木　9：00～17：00　　　土　9：00～13：00,有,080-4064-3848,1,柿沼 勇
,,,,,埼玉県,鈴木薬局第一団地店,362-0064,上尾市小敷谷845-1,048-726-2234,048-778-8882,"月～水、金9:00〜18：30木　9：00～17：00 
土　9:00〜12:15 ",有,,1,前田 理乃
,,,,,埼玉県,わかば薬局,362-0067,上尾市中分1-12-1,048-781-0042,487810049,月曜日、水曜日　9時〜19時 火曜日、木曜日、金曜日　9時〜17時 土曜日　9時〜16時,,,2,山﨑 奨太郎、黒羽　未来
,,,,,埼玉県,かすが薬局,362-0074,上尾市春日2-24-1,048-773-9730,048-773-9731,月曜日から土曜日9時から7時 日曜日9時から2時,有,080 3599 2908,1,江原 弘将
,,,,,埼玉県,かしわざ中央薬局,362-0075,上尾市柏座１－１０－１３,048-783-4532,048-783-4536,0:00～24:00,有,048-783-4532,5,加藤　聡、下田　育子、志村　歩実、馬場　麻実、飯島 千陽
,,,,,埼玉県,あおば薬局,362-0075,上尾市柏座１－１１－１５ファミール上尾１０５,048-779-5512,048-779-5513,月～土9:00～18:00,有,048-779-5512,1,秋山　清子
,,,,,埼玉県,おおの薬局,362-0805,北足立郡伊奈町栄４－１５４,048-722-6574,048-722-6763,月～土8:30～20:00,有,048-722-6574,1,大野　百合
,,,,,埼玉県,伊奈オリーブ薬局,362-0805,北足立郡伊奈町栄３－１５－４,048-720-0131,048-720-0132,月～金9:00～18:00土9:00～13:00,有,090-8772-9236,2,宮野　廣美、青木　朋子
,,,,,埼玉県,リリィ薬局　伊奈店,362-0806,北足立郡伊奈町小室789-29,048-792-0921,048-792-0922,月～金 9:00～19:00土 11:00～13:00,有,048-792-0921,1,中原　要
,,,,,埼玉県,レモン薬局　伊奈2号店,362-0806,北足立郡伊奈町小室767-9,048-884-9801,048-884-9802,月～金 9:00～18:00土 9:00～11:00,有,048-884-9801,1,髙橋　正寛
,,,,,埼玉県,レモン薬局　伊奈店,362-0806,北足立郡伊奈町小室389-5,048-720-7202,048-720-7203,月～金 9:00～18:00土 9:00～11:00,有,080-8304-1086,1,遠藤　隆
,,,,,埼玉県,共創未来桶川薬局,363-0008,桶川市坂田１７３６－３,048-777-3008,048-777-3195,月～金9:00～18:00土9:00～17:30日9:00～17:00,無,,2,阿部　祐美、加藤　美月
,,,,,埼玉県,パル薬局桶川店,363-0011,桶川市北1-22-10,048-788-1991,487881991,月〜火、木〜金9:00〜18:30 土9:00〜16:00,無,8072292869,1,齊藤 啓祐
,,,,,埼玉県,わかば薬局桶川店,363-0022,桶川市若宮1-2-12,048-789-2188,048-789-2189,月～金9:00-19:00 土 9:00-19:00,有,080-3599-2908,1,広瀬 貴仁
,,,,,埼玉県,有限会社　前田薬局朝日店,363-0023,桶川市朝日1-28-7,048-770-2361,048-770-2362,月～金　9:00～18:00     土　9:00～13:00,有,048-786-3442,1,前田 勝代
,,,,,埼玉県,センター薬局桶川店,363-0028,桶川市下日出谷西３－３－４,048-782-6141,048-782-6143,月～水・金9:00～13:30、14:30～18:00 水9:00～18:00土9:00～13:00,無,,1,田北　隆一郎
,,,,,埼玉県,日本調剤北本東口薬局,364-0006,北本市北本1-1,048-578-4855,048-578-4866,月〜金9：00〜18：00,有,070-4104-0732,1,大倉　秀朗
,,,,,埼玉県,北本薬局,364-0006,北本市北本１－１０２－Ｂ,048-580-7772,048-580-7773,月～木9:00～12:30､14:30～19:00金9:00～17:30土･祝9:00～13:30,有,048-580-7772,1,石黒　友理子
,,,,,埼玉県,飛鳥薬局北本店,364-0013,北本市中丸8-219,048-590-1160,485901161,月〜水、金9:00〜18:30 木、土9:00〜18:00,有,7012787706,1,薩美 友也
,,,,,埼玉県,あいケア薬局北本店,364-0014,北本市二ツ家１－３７４－１２５Ｂ,048-501-6181,048-501-6182,月～金8:30～13:00、14:30～18:00土8:30～13:30第2・4木8:30～13:00、14:30～16:30日・祝・年末年始(12/29～1/3)休み,有,048-501-6181,2,西岡　恵子、水上　裕美子
,,,,,埼玉県,あおぞら薬局,365-0038,鴻巣市本町１－１－３エルミ鴻巣２階,048-543-8059,048-543-7997,月～金9:00～20:00土9:00～16:00,無,,2,二階堂　紋、岡本　千鶴子
,,,,,埼玉県,黒沢薬局駅前店,365-0038,鴻巣市本町１－７－１　店舗１Ｆ２－１,048-544-5500,048-544-5500,9:30～19:00日･祝休み,無,,3,抜井　留理子、三ツ木　希代、松本　愛実
,,,,,埼玉県,島崎薬局,365-0038,鴻巣市本町４－１－１９,048-541‐9271,048-541‐9272,月･火･水･金8:30～18:30木8:30～18:00土8:30～13:00,無,,1,造賀　裕子
,,,,,埼玉県,寺田薬局鴻巣東店,365-0039,鴻巣市東3-3-5,048-544-1193,048-544-1194,月火水金土9：00〜12：00　14：00〜18：00,無,,2,安藤　涼二、山田 裕二
,,,,,埼玉県,薬局アポック鴻巣店,365-0072,鴻巣市市ノ縄２８－４,048-595-2222,048-595-2223,月～金9:00～18:00土9:00～13:00,無,,2,五味　彩香、篠崎　裕美子
,,,,,埼玉県,ひばり薬局国済寺店,366-0033,深谷市国済寺４０４－１,048-574-0225,048-574-0130,月～金9:00～18:00土9:00～13:00,無,,2,北宮　佳世子、宇田川　瞳
