"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","openinghours","emergency_contact","emergency_contact_phone"
"","四日町薬局","948-0000","新潟県","十日町市","十日町市新座甲６２０－５","15210","025-755-5570","月・火・木・金8:45～19:30水8:30～16:30土8:45～12:45","有","070-2172-5621"
"","ウエルシア薬局十日町住吉店","948-0056","新潟県","十日町市","十日町市高田町４－１５６－２","15210","025-750-6133","月～金9:00～14:00、15:00～18:00","無",""
"","エム・ケイ薬局とおかまち店","948-0057","新潟県","十日町市","十日町市春日町３－１８９","15210","025-750-1223","月～金8:45～17:45","無",""
"","たかやま調剤薬局","948-0057","新潟県","十日町市","十日町市春日町３－１１４","15210","025-750-5072","月～金8:45～17:45","有","025-750-5072"
"","日本調剤十日町薬局","948-0057","新潟県","十日町市","十日町市春日町2-111","15210","025-750-7300","月～金9：00～18：00","有","080-2163-3506"
"","スズキ薬局","948-0082","新潟県","十日町市","十日町市本町２－６－４","15210","025-752-2442","月～土8:00～19:00","無",""
"","しなの薬局関山店","949-2235","新潟県","妙高市","妙高市関山１６６８－１０","15217","0255-82-3510","月・火・木・金8:30～18:00水・土8:30～12:00","有","0255-82-3510（転送）"
"","あすなろ調剤薬局","949-3103","新潟県","上越市","上越市大潟区潟町２４９","15222","025-534-6201","月・火・水・金9:00～18:00木・土9:00～12:45","有","080-8436-4371"
"","ウエルシア薬局上越大潟店","949-3113","新潟県","上越市","上越市大潟区下小船津浜１１６５－１６","15222","025-535-5025","月～土9:00～14:00、15:00～19:00","無",""
"","世伸堂薬局","949-3115","新潟県","上越市","上越市大潟区渋柿浜３８２－１","15222","025-534-2953","月～金9:00～18:00土9:00～12:30","有","080-8436-4371"
"","合資会社金生堂薬局","949-6101","新潟県","湯沢町","南魚沼郡湯沢町湯沢３－３－１","15461","025-784-2064","月～金9:00～18:00土9:00～13:00","有","090-1695-0207"
"","ゆきあかり調剤薬局","949-6363","新潟県","南魚沼市","南魚沼市下一日市８５５","15226","025-788-3110","月・火・木・金8:45～18:00　
水土8:45～13:00","有","025-778-3110"
"","共創未来六日町薬局","949-6680","新潟県","南魚沼市","六日町２６４８－１","15226","025-773-2661","月～金8:30-17:30土8:30～12:30日祝休み","有","080-8764-9545"
"","ウエルシア薬局南魚沼浦佐店","949-7302","新潟県","南魚沼市","南魚沼市浦佐４００１","15226","025-780-4573","月～金9:00～14:00、15:00～19:00土・祝9:00～14:00","無",""
"","タナカ薬局","949-7413","新潟県","魚沼市","魚沼市堀之内４０８７－１","15225","025-794-2118","月～金8:00～19:00","有","025-794-2118（転送）"
"","花かいどう薬局","950-0036","新潟県","新潟市東区","新潟市東区空港西１－１５－１５","15102","025-274-1115","月・火・木・金9:00～18:00水9:00～17:00土9:00～12:30","有","090-8007-0122"
"","日本調剤　空港西薬局","950-0036","新潟県","新潟市東区","新潟市東区空港西2-20-24","15102","025-250-9821","月〜金9:00〜18:00  土9:00〜13:00","無",""
"","市民調剤薬局臨港店","950-0041","新潟県","新潟市東区","新潟市東区臨港町２－２－１","15102","025-270-7070","月～金9:00～18:00土9:00～13:00","有","025-270-7070（転送）"
"","よつば薬局桃山店","950-0051","新潟県","新潟市東区","新潟市東区桃山町２－１２６－５","15102","025-270-7878","月～金9:00～18:30","無",""
"","ウエルシア薬局新潟秋葉通店","950-0052","新潟県","新潟市東区","新潟市東区秋葉通３－１２－２","15102","025-278-9177","月～金9:30～14:00、15:00～19:30土9:30～14:00、15:00～17:00","無",""
"","みずしま調剤薬局","950-0087","新潟県","新潟市中央区","新潟市中央区東大通２－３－２４　サトウビル１F","15103","025-290-5780","月・火・水・金9:00～18:00木9:00～17:00土9:00～13:00","有","025-290-5780"
"","笹菊万代薬局","950-0088","新潟県","新潟市中央区","新潟市中央区万代１－３－３０　シルバーホテルビル２階","15103","025-256-8500","月～金9:00～18:30土9:00～13:00","有","080-4076-0834"
"","市民調剤薬局亀田向陽店","950-0121","新潟県","新潟市江南区","新潟市江南区亀田向陽１－３－５５","15104","025-382-1551","月～水・金：9：00～19：00　　　　　　　　木：9：00～17：00　土：9：00～13：00","有","025-382-1551(転送）"
"","調剤薬局ツルハドラッグ新潟亀田店","950-0122","新潟県","新潟市江南区","新潟市江南区稲葉１－１－５","15104","025-250-0755","月～金9:30～13:00、14:00～18:30","無",""
"","ウエルシア薬局亀田店","950-0151","新潟県","新潟市江南区","新潟市江南区亀田四ツ興野３－２－３３","15104","025-383-5514","月・火・木・金9:00～19:00水・土9:00～18:00","無",""
"","ウエルシア薬局新潟亀田駅前店","950-0166","新潟県","新潟市江南区","新潟市江南区旭２－１－７","15104","025-383-0172","月～日9:00～14:00、15:00～19:00","無",""
"","ウエルシア薬局新潟横越店","950-0212","新潟県","新潟市江南区","新潟市江南区茜ケ丘２－１３","15104","025-383-2803","月～土10:00～14:00、15:00～19:00日・祝日・年末年始等除く","無",""
"","ウエルシア薬局新潟東中野山店","950-0836","新潟県","新潟市東区","新潟市東区東中野山１－２－９","15102","025-278-5037","月～金9:00～18:00土9:00～17:00","無",""
"","石山中央薬局","950-0841","新潟県","新潟市東区","新潟市東区中野山４－１４－７","15102","025-288-1580","月～金9:00～18:00土9:00～13:00","有","025-288-1580"
"","ウエルシア薬局新潟中山店","950-0861","新潟県","新潟市東区","新潟市東区中山６－２１－２３","15102","025-279-3603","月～金9:00～14:00、15:00～19:00土9:00～14:00/17:00","無",""
"","ココカラファイン薬局中山店","950-0861","新潟県","新潟市東区","新潟市東区中山６－３－１７　清水フードセンター中山店内","15102","025-272-5372","月・火・木・金9:00～18:30水9:00～18:00土9:00～17:00","有","080-3531-5376"
"","共創未来木戸西薬局","950-0862","新潟県","新潟市東区","新潟市東区竹尾４－１２－１２","15102","025-275-3322","月・火・水・金9:00～18:00木9:00～17:00土9:00～13:00","有","080-8764-9581"
"","共創未来木戸南薬局","950-0862","新潟県","新潟市東区","新潟市東区竹尾４‐１４‐３","15102","025-250-6120","月～水・金9:00～18:00木9:00～16:00第2、4土9:00～13:00","有","080-8764-9582"
"","ウエルシア薬局新潟上木戸店","950-0891","新潟県","新潟市東区","新潟市東区上木戸１－１２－５","15102","025-278-9950","月～金9:30～19:30土9:30～14:00、15:00～18:30","無",""
"","ウエルシア薬局南笹口店","950-0912","新潟県","新潟市中央区","新潟市中央区南笹口２－３－５５","15103","025-240-0068","月～土:9:00～24:00、日・祝:9:00～20:00、21:00～24:00","無",""
"","ウエルシア薬局新潟弁天橋通店","950-0925","新潟県","新潟市中央区","新潟市中央区弁天橋通３－４－１３","15103","025-257-7053","月～金9:00～13:00、14:00～18:00土日・祝休み","無",""
"","調剤薬局ツルハドラッグ　新潟女池店","950-0941","新潟県","新潟市中央区","新潟市中央区女池4丁目18番19号","15103","025-282-1267","月～金 9:30～18:30土 9:00～13:00","無",""
"","市民薬局　女池上山店","950-0945","新潟県","新潟市中央区","新潟市中央区女池上山2‐14‐28","15103","025-283-6668","月・火・木・金 9:00～18:00水・第4土 9:00～17:00土 9:00～13:00","有","025-283-6668"
"","千歳調剤薬局","950-0945","新潟県","新潟市中央区","新潟市中央区女池上山５－３－１０","15103","025-283-2033","月～水・金8:30～13:00、15:00～18:30木8:30～17:00土8:30～13:00","有","080-3307-2033
025-283-2033"
"","薬局マツモトキヨシ女池店","950-0945","新潟県","新潟市中央区","新潟市中央区女池上山２－１－１５","15103","025-282-3560","月～土9:00～18:00","無",""
"","㈲県庁前調剤薬局","950-0962","新潟県","新潟市中央区","新潟市中央区出来島１－６－１","15103","025-285-2919","月～金9:00～18:00土9:00～13:00","無",""
"","ウエルシア薬局新潟南出来島店","950-0963","新潟県","新潟市中央区","新潟市中央区南出来島２－５－２０","15103","025-282-1793","月～金9:00～19:00土9:00～13:00","無",""
"","ウエルシア薬局新潟新和店","950-0972","新潟県","新潟市中央区","新潟市中央区新和１－６６－１","15103","025-282-2789","月～金9:30～19:30土9:30～14:00、15:00～19:30","無",""
"","薬局マツモトキヨシ近江店","950-0973","新潟県","新潟市中央区","新潟市中央区上近江３－５－３","15103","025-280-0802","月～土9:00～18:00","無",""
"","ほりのうち薬局","950-0982","新潟県","新潟市中央区","新潟市中央区堀之内南１－３２－１","15103","025-282-7325","月～木9:00～18:00金～土9:00～13:00","有","080-3572-7443"
"","ウエルシア薬局新潟上所中店","950-0993","新潟県","新潟市中央区","新潟市中央区上所中１－１１－２３","15103","025-288-2057","月～金9:00～14:00、15:00～19:00土9:00～13:00","無",""
"","メッツ黒埼薬局","950-1101","新潟県","新潟市西区","新潟市西区山田６４５－３","15107","025-201-8601","8:30～18:00","有","転送"
"","市民調剤薬局　とやの店","950-1151","新潟県","新潟市中央区","新潟市中央区湖南24-3","15103","025-211-3701","月～金 9:00～18:00土 9:00～13:00","有","025-211-3701"
"","北新調剤薬局白根店","950-1217","新潟県","新潟市南区","新潟市南区白根２７４８－３","15106","025-201-8155","月・火・水・金9:00～18:00木9:00～12:00土9:00～12:30","有","070-6652-3342"
"","小吉調剤薬局","950-1325","新潟県","新潟市西蒲区","新潟市西蒲区小吉１１４０－１","15108","025-375-5671","月～金9:00～18:00土9:00～12:30","有","070-4201-8200"
"","布川薬局","950-1446","新潟県","新潟市南区","新潟市南区庄瀬１１１２－４","15106","025-372-2965","月・火・金8:30～19:00水・木・土8:30～18:00","有","025-372-2965（転送）"
"","ウエルシア薬局青山店","950-2003","新潟県","新潟市西区","新潟市西区東青山1-25-2","15107","025-234-5834","月～土9:30～19:30 、日祝9:30～14:00、15:00～19:30","無",""
"","しなの薬局","950-2022","新潟県","新潟市西区","新潟市西区小針４－４－１６","15107","025ｰ231ｰ0775","月・火・木・金9:00～18:00水・土9:00～13:00","有","090-5697-9761"
"","調剤薬局和光","950-2022","新潟県","新潟市西区","新潟市西区小針７－１０－１２","15107","025-231-1080","月･火･木･金9:00～18:00水9:00～17:00土9:00～13:00","有","025-231-1080（転送）"
"","ウエルシア薬局新潟小新店","950-2023","新潟県","新潟市西区","新潟市西区小新４－１０６－１","15107","025-234-5201","月～金9:00～19:00土・日・祝9:00～14:00、15:00～18:00","無",""
"","小新西薬局","950-2024","新潟県","新潟市西区","新潟市西区小新西３－１４－７","15107","025-234-3330","月・火・木・金9:00～18:00水9:00～13:00土9:00～13:00","有","025-234-3330"
"","メッツ小新薬局","950-2028","新潟県","新潟市西区","新潟市西区小新南２－１－１０","15107","025-201-6009","月・火・木・金9:00～18:30水9:00～17:00土・日9:00～13:30","有","070-7516-2363"
"","ウエルシア薬局新潟亀貝店","950-2033","新潟県","新潟市西区","新潟市西区亀貝１２３４－１","15107","025-211-0286","月～金9:30～14:00、15:00～19:30土9:30～13:30","無",""
"","しなの薬局新通店","950-2038","新潟県","新潟市西区","新潟市西区新通南３－２－１６","15107","025-211-1112","月～金8:30～18:00土9:00～13:00","有","025-211-1112"
"","ウエルシア薬局新潟大学前店","950-2042","新潟県","新潟市西区","新潟市西区坂井７４６－１","15107","025-264-1127","月～土9:30～14:00、15:00～19:30","無",""
"","市民調剤薬局さかい店","950-2042","新潟県","新潟市西区","新潟市西区坂井932-11","15107","025-264-7030","月～金9:00-18:00 土9:00-13:00","有","025-264-7030"
"","ウエルシア薬局新潟寺尾店","950-2055","新潟県","新潟市西区","新潟市西区寺尾上６－１－６","15107","025-211-0551","月～金9:30～14:00、15:00～19:30土9:30～14:00、15:00～18:30","無",""
"","ウエルシア薬局新潟西内野店","950-2157","新潟県","新潟市西区","新潟市西区内野西が丘３－２０－７","15107","025-264-6802","月～金9:30～14:00、15:00～19:30土9:30～14:00、15:00～17:30日、祝休み","無",""
"","ウエルシア薬局新潟太夫浜店","950-3112","新潟県","新潟市北区","新潟市北区太夫浜１６３９－５","15101","025-278-2085","月～金9:30～14:00、15:00～19:30土9:30～14:00、15:00～18:30","無",""
"","ボンド薬局まつはま","950-3122","新潟県","新潟市北区","新潟市北区西名目所５５０９－１","15101","025-258-5510","月～金　8:30～19:30土　8:30～17:00","有","080-5528-0280"
"","しなの薬局豊栄店","950-3327","新潟県","新潟市北区","新潟市北区石動１－１６－３","15101","025-384-6161","月・火・水・金9:00～18:00木・土:9:00～13:00","無",""
"","はあとふる薬局古町ルフル店","951-8063","新潟県","新潟市中央区","新潟市中央区古町通７－１０１０　古町ルフル２Ｆ","15103","025-378-2098","月･木9:00～17:00､
火･水･金･土･日10:00～19:00","有","025-378-2098(転送)"
"","曙調剤薬局","951-8067","新潟県","新潟市中央区","新潟市中央区本町通１３－３１４９","15103","025-225-6781","月～水・金9:00～18:00木8:00～16:00土8:15～12:15","有","025-225-6781"
"","本町調剤薬局本町店","951-8067","新潟県","新潟市中央区","新潟市中央区本町通７－１１４６","15103","025-224-6457","月・火・木・金9:00～18:00水9:00～17:00土9:00～13:00","無",""
"","薬局マツモトキヨシ本町通店","951-8067","新潟県","新潟市中央区","新潟市中央区本町通六番町１１３８","15103","025-210-2080","月～土9:00～18:00","無",""
"","しなの薬局中央店","951-8068","新潟県","新潟市中央区","新潟市中央区上大川前通６－１１８２","15103","025-226-6133","月～金:9:00～18:00、土:9:00～13:00","有","080-5697-9860"
"","よつば薬局上大川前店","951-8068","新潟県","新潟市中央区","新潟市中央区上大川前通５－６３－１","15103","025-226-4880","月～金9:00～18:10土9:00～13:00","有","025-226-4880（転送）"
"","ウエルシア薬局新潟横七番町店","951-8084","新潟県","新潟市中央区","新潟市中央区元下島町４６２５－１","15103","025-226-8862","月～金9:00～19:00土9:00～14:00、15:00～18:00","無",""
"","おおた調剤学校町薬局","951-8126","新潟県","新潟市中央区","新潟市中央区学校町通３番町５３７－７","15103","025-233-0557","月・火・木・金9:00～18:00水・土9:00～13:00","無",""
"","はくさん調剤薬局","951-8131","新潟県","新潟市中央区","新潟市中央区白山浦２－２３","15103","025-211-8930","月～金9:00～18:00土9:00～13:00","無","090-2995-3074"
"","新潟ヘルスマート薬局","951-8133","新潟県","新潟市中央区","新潟市中央区川岸町２－８－２","15103","025-230-1285","月・金9:00～18:00土9:00～13:00","無",""
"","ウエルシア薬局新潟関新１丁目店","951-8141","新潟県","新潟市中央区","新潟市中央区関新１－２－４６","15103","025-201-3893","月～金9:30～14:00、15:00～19:30土9:30～13:30","無",""
"","調剤薬局ツルハドラッグ　新潟関屋店","951-8166","新潟県","新潟市中央区","新潟市中央区関屋浜松町79-1","15103","025-234-2268","月～金 9:00～13:00 14:00～18:30土9:00～13:00","無",""
"","ウエルシア薬局佐渡両津店","952-0028","新潟県","佐渡市","佐渡市加茂歌代字境４０８","15224","0259-24-7022","月～金9:30～14:00、15:00～18:30","無",""
"","みうら薬局","952-0318","新潟県","佐渡市","佐渡市真野新町３２６－２","15224","0259-55-2101","月～日7:00～20:00","無",""
"","ウエルシア薬局佐渡羽茂店","952-0504","新潟県","佐渡市","佐渡市羽茂本郷４０５－１","15224","0259-81-3017","月～土9:00～14:00、15:00～18:00","有","080-1062-3175"
"","ウエルシア薬局巻店","953-0041","新潟県","新潟市西蒲区","新潟市西蒲区巻甲４７７７－１","15108","0256-73-8120","月～金9:00～14:00、15:00～19:00","無",""
"","巻調剤薬局","953-0041","新潟県","新潟市西蒲区","新潟市西蒲区巻甲２３９７－１","15108","0256-72-7921","月～金8:50～18:15
土8:50～12:15","無","0256-72-7921"
"","柳橋薬局","954-0082","新潟県","見附市","見附市柳橋町字割前２７４－６","15211","0258-66-0826","月・火・水・金9:00～18:00木9:00～18:00土9:00～14:30","有","070-6455-8441"
"","ウエルシア薬局見附上新田店","954-0112","新潟県","見附市","見附市上新田町８１９","15211","0258-61-5493","月～金9:00～14:00、15:00～19:00土9:00～14:00、15:00～17:30","無",""
"","ウエルシア薬局三条保内店","955-0021","新潟県","三条市","三条市下保内１０５０－１","15204","0256-39-6151","月～金10:00～14:00、15:00～19:00","無",""
"","薬局すずらん","955-0045","新潟県","三条市","三条市一ノ門２－１－１３","15204","0256-31-4826","月～金8:30～18:00土8:30～13:00","有","090-3143-9053"
"","みなみ調剤薬局三条店","955-0071","新潟県","三条市","三条市本町2-8-19","15204","0256-36-9077","月、火、木、金曜日9:00～18:15
水曜日　9:00～17:00土曜日　9:00～12:10","有","0256-36-9077"
"","ウエルシア新潟三条薬局","955-0082","新潟県","三条市","三条市西裏館２－１１－１９","15204","0256-36-0810","月～金9:30～19:30土・日・祝9:30～14:00、15:00～19:30","無",""
"","メッツ県央薬局","955-0092","新潟県","三条市","三条市須頃２－１０１－２","15204","0256-31-3010","月・火・水・金8:30～18:00木8:30～16:30土8:30～13:00","有","090-2428-6686"
"","ウエルシア薬局三条新保店","955-0808","新潟県","三条市","三条市新保三百刈１４７－１","15204","0256-36-8705","月～金9:30～14:00、15:00～19:30土9:30～14:00、15:00～17:30","無",""
"","ウエルシア薬局三条東本条寺店","955-0823","新潟県","三条市","三条市東本条寺２１－２８","15204","0256-36-7602","月～金9:00～14:00、15:00～19:00土9:00～14:00","無",""
"","メッツ薬局","955-0823","新潟県","三条市","三条市東本成寺１２－４１","15204","0256-31-2281","月～金8:30～18:30土8:30～13:00","有","090-8007-2324"
"","メッツ嵐南薬局","955-0823","新潟県","三条市","三条市東本成寺２０－１８","15204","0256-33-8811","月・木8:30～19:00火・水・金8:30～18:30第1・3土8:30～14:00第2・4・5土8:30～18:30第1日8:30～13:00","無",""
"","しなの薬局三条店","955-0833","新潟県","三条市","三条市大野畑６－１８－６","15204","0256-33-6230","月～金9:00～18:00","有","0256-33-6230"
"","ウエルシア薬局新潟荻川店","956-0017","新潟県","新潟市秋葉区","新潟市秋葉区あおば通１－６－１７","15105","0250-21-2132","月～土9:30～14:00、15:00～18:30","無",""
"","エース調剤薬局","956-0017","新潟県","新潟市秋葉区","新潟市秋葉区あおば通１－７－１２","15105","0250-23-7009","月・火・水・金8:30～19:00木8:30～16:30土8:30～13:00","有","090-3145-2221"
"","ウエルシア薬局新潟さつき野店","956-0022","新潟県","新潟市秋葉区","新潟市秋葉区さつき野１－１－３６","15105","0250-21-7020","月～土9:30～19:30日・祝9:30～14:00、15:00～19:30","無",""
"","ウエルシア薬局新潟新津店","956-0031","新潟県","新潟市秋葉区","新潟市秋葉区新津４５０８","15105","0250-47-3208","月～金10:00～14:00、15:00～19:00","無",""
"","ひなた薬局","956-0814","新潟県","新潟市秋葉区","新潟市秋葉区新津東町３－４－８","15105","0250-21-3155","月・火・水9:00～19:00木・金9:00～17:00土9:00～12:30","有","090-7008-5777"
"","みのり薬局","956-0814","新潟県","新潟市秋葉区","新潟市秋葉区東金沢１６８１－１","15105","0250-23-1312","月～金9:00～19:00土9:00～17:00","有","090-1450-7962"
"","ウエルシア薬局新潟新津東町店","956-0816","新潟県","新潟市秋葉区","新潟市秋葉区新津東町３－８－２５","15105","0250-21-6103","月～金9:00～13:00、14:00～19:00土9:00～13:00","無",""
"","ゆたか薬局","957-0016","新潟県","新発田市","新発田市豊町２－６－１７","15206","0254-24-9314","月・火・水・金8:30～18:30木8:30～16:30土8:30～13:00","有","0254-24-9314（転送）"
"","ようめい調剤薬局","957-0017","新潟県","新発田市","新発田市新富町１－１－２８","15206","0254-20-3770","月・火・木・金8:30～18:00水・土8:30～13:00","有","0254-20-3770（転送）"
"","みなみ調剤薬局大手町店","957-0052","新潟県","新発田市","新発田市大手町２－１－９","15206","0254-20-0426","月・火・水・金8:30～17:45
木8:30～16:30土8:30～12:30","無","080-7969-0965"
"","有限会社　佐藤薬局","957-0052","","新発田市","新発田市大手町５－２－９","15206","0254-22-3373","月～水・金8：30～18：00木8：30～16：30土8：30～13：00","有","0254-22-3373"
"","ウエルシア薬局新発田本町店","957-0054","新潟県","新発田市","新発田市本町３－２－６","15206","0254-21-7713","月～金9:00～19:30土9:00～17:00祝日9:00～13:00、14:00～17:00","無",""
"","下越薬剤師会支援センター薬局","957-0054","新潟県","新発田市","新発田市本町１－１４－８","15206","0254-26-8931","月～金9:00～18:30土9:00～13:00","無",""
"","本間薬局","957-0054","新潟県","新発田市","新発田市本町２－８－１５","15206","0254-26-7676","月～金8:30～18:00土8:30～15:00","有","080-5646-3674"
"","メッツ西新発田薬局","957-0061","新潟県","新発田市","新発田市住吉町４－８－２５","15206","0254-28-7235","月～金8:30～18:00土8:30～12:30","無",""
"","共創未来新栄薬局","957-0063","新潟県","新発田市","新発田市新栄町１－２－２２","15206","0254-21-1593","月・火・木・金9:00～18:00水・土9:00～12:30","有","080-7137-7804"
"","紫雲調剤薬局","957-0204","","新発田市","新発田市稲荷岡2252-2","15206","0254-41-1100","月～金8：30～18：00土8：30～12：00","有","0254-41-1100（転送）"
"","ウィスタリア緑町薬局","958-0033","新潟県","村上市","村上市緑町５－１２－１３","15212","0254-62-7503","月～金8:45～17:30","有","0254-62-7503（転送）"
"","中安調剤薬局","958-0033","新潟県","村上市","村上市緑町５－５－３０","15212","0254-52-7058","月～金8:30～18:00","有","0254-52-7058（転送）"
"","調剤薬局ツルハドラッグ村上緑町店","958-0033","新潟県","村上市","村上市緑町１－３－４４","15212","025-475-5216","月～金9:00～13:00､14:00～18:00","無",""
"","中安調剤薬局国道店","958-0823","新潟県","村上市","村上市仲間町２２５－２","15212","0254-50-1180","月･火･木･金8:30～18:45
土8:30～17:00","有","0254-50-1180（転送）"
"","大町キムラ薬局駅前店","958-0854","新潟県","村上市","村上市田端町３－３８","15212","0254-53-6530","月～土9:00～19:00","有","0254-53-6530（転送）"
"","小川薬局","959-0129","新潟県","燕市","燕市地蔵堂本町２－６－２３","15213","0256-97-2047","月～土9:00～20:00","有","0256-97-2047"
"","調剤薬局ツルハドラッグ燕吉田薬局","959-0232","","燕市","燕市吉田東栄町12-10","15213","0256-94-8268","月～金9：30～13：30、14：30～18：30","無",""
"","ウエルシア薬局吉田店","959-0264","新潟県","燕市","燕市吉田３７１９－１","15213","0256-94-7500","月～金9:00～19:00土・日・祝日10:00～19:00","無",""
"","さくら薬局燕吉田店","959-0264","新潟県","燕市","燕市吉田３７４９","15213","0256-94-0130","月・火・水・金9:00～18:00木・土9:00～12:30","有","0256-94-0130（転送）"
"","ウエルシア薬局燕店","959-1232","新潟県","燕市","燕市井土巻２－６２－１","15213","0256-61-6620","月～土9:30～14:00、15:00～18:30日・祝休み","無",""
"","みなみ調剤薬局","959-1257","新潟県","燕市","燕市宮町2-30","15213","0256-61-7657","月火水金9：00～18：15　木9：00～17：00　土9：00～12：30","有","0256-61-7657"
"","わかば燕薬局","959-1284","新潟県","燕市","燕市杣木８１２","15213","0256-47-7288","月～金9:00～18:00土8:30～12:30","有","080-2064-0165"
"","ユリノキ調剤薬局","959-1313","新潟県","加茂市","加茂市幸町１－１６－２６","15209","0256-53-4726","月・火・水・金8:30～18:00木8:30～16:30土8:30～12:30","有","0256-53-4726（転送）"
"","仲町調剤薬局","959-1351","新潟県","加茂市","加茂市仲町１－３５","15209","0256-57-7121","月・火・木・金8:30～18:30水8:30～16:30土8:30～13:00","有","080-3243-4666"
"","市役所前薬局","959-1381","新潟県","加茂市","加茂市新栄町４－５","15209","0256-52-1115","月・火・木・金8:30～18:00水8:30～16:30土8:30～13:00","有","090-8005-3467"
"","ウエルシア薬局新潟田上店","959-1512","新潟県","田上町","南蒲原郡田上町羽生田１３４－１","15361","0256-41-5700","月～金9:30～14:00、15:00～19:30土9:30～14:00","無",""
"","斎藤薬局","959-1704","新潟県","五泉市","五泉市村松甲１７７６","15218","0250-58-6568","月～土8:00～19:00","有","0250-58-6568
090-3089-9572"
"","ウエルシア薬局五泉村松店","959-1707","新潟県","五泉市","五泉市村松1２３４－４","15218","0250-58-0135","月～土9:00～19:00","無",""
"","ウエルシア薬局五泉店","959-1863","新潟県","五泉市","五泉市東本町２－６－６","15218","0250-41-0852","月～土9:00～19:30","有","0250-41-0852"
"","ウエルシア薬局新潟水原店","959-2024","新潟県","阿賀野市","阿賀野市中島町１－１３","15223","0250-62-8817","月～金9:00～14:00、15:00～19:00土9:00～13:00","無",""
"","岡山調剤薬局","959-2025","新潟県","阿賀野市","阿賀野市岡山町４－４","15223","0250-63-9510","月・火・木・金9:00～18:00水9:00～17:00土9:00～13:00","無",""
"","越中屋薬局ドラッグホクト","959-2221","新潟県","阿賀野市","阿賀野市保田３０９５　ウィンディ内","15223","0250-68-5570","9:00～19:00","有","0250-68-5570（転送）"
"","ウエルシア薬局新発田加治店","959-2452","新潟県","新発田市","新発田市上館４８３","15206","0254-20-2013","月～金9:30～14:00、15:00～18:30","無",""
"","中条調剤薬局","959-2632","新潟県","胎内市","胎内市新栄町２－２６","15227","0254-44-6527","月・火・木・金8:30～18:00水8:30～12:30土8:30～13:00","無",""
"","ひいらぎ調剤薬局","959-2644","新潟県","胎内市","胎内市大川町15-11","15227","0254-44-2200","月～金 9:00～18:00土 9:00～13:00","有","0254-44-2201"
"","しなの薬局坂町店","959-3107","新潟県","村上市","村上市下鍜冶屋字長面５９２","15212","0254-62-0637","月～金8:30～17:30土8:30～12:30","無",""
"","調剤薬局ツルハドラッグ　村上荒川店","959-3107","新潟県","村上市","村上市下鍜冶屋639番","15212","025-462-0068","月～金 9:30～13:30、 14:30～18:30土日祝休み","無",""
"","みさき薬局北新","400-0005","山梨県","甲府市","甲府市北新１－１－１９","19201","055-267-8877","月～金8:30～18:00土8:30～12:30","有","055-267-8877"
"","一般財団法人　甲府北薬局","400-0007","山梨県","甲府市","甲府市美咲2丁目10-16","19201","055-252-0623","月～金 8:30～17:30土 9:00～12:00","有","055-252-0623"
"","みさき薬局甲府北口","400-0024","山梨県","甲府市","甲府市北口２－９－１２　ニシコー北口駅前ビル１Ｆ","19201","055-288-9200","月～金8:30～18:30土8:30～16:00","有","055-288-9200"
"","株式会社赤岡綜合薬局北口店","400-0024","山梨県","甲府市","甲府市北口３－１－２","19201","055-252-4595","月･火･木･金8:30～18:00　
木土8:30～13:00","無",""
"","アルプス薬局","400-0026","山梨県","甲府市","甲府市塩部４－１３－２３","19201","055-251-2767","月～金9:00～18:30土9:00～13:00","有","055-251-2767"
"","調剤薬局ツルハドラッグ甲府富士見店","400-0027","山梨県","甲府市","甲府市富士見１－６－１３","19201","055-255-3268","月～金9:00～14:00､15:00～18:00","無",""
"","（有）ハタノ薬局","400-0032","山梨県","甲府市","甲府市中央４－４－２４","19201","055-233-2649","月～土9:00～19:00","有","055-233-2649"
"","光和堂調剤薬局","400-0032","山梨県","甲府市","甲府市中央５－５－８","19201","055-221-3210","9:00～13:00、14:00～18:00","無",""
"","たから薬局","400-0034","山梨県","甲府市","甲府市宝２－２５－１０","19201","055-225-3206","月・水・金8:30～16:30火・木8:30～19:00土8:30～12:30","有","055-225-3206"
"","あおぞら薬局富士見店","400-0035","山梨県","甲府市","甲府市飯田２－３－６","19201","055-225-0003","月・火・水・金9:00～18:00木9:00～17:00土9:00～16:00","有","055-225-0003"
"","内藤薬局飯田店","400-0035","山梨県","甲府市","甲府市飯田１－１－２２","19201","055-228-2961","月～金8:30～20:00土8:30～19:00","有","055-228-2961"
"","アイセイ薬局国母店","400-0043","山梨県","甲府市","甲府市国母８－２８－１８","19201","055-288-1188","月・火・木・金8:30～18:30水8:30～16:30土8:30～12:30","有","055-288-1188"
"","ミルキッズ調剤薬局","400-0058","山梨県","甲府市","甲府市宮原町岡田２００１","19201","055-243-6500","月・火・木・金8:45～12:00、14:00～18:00　
水･土8:45～12:00","有","090-2158-1200"
"","ウエルシア薬局甲府池田店","400-0067","山梨県","甲府市","甲府市永松寺町１－９","19201","055-236-3827","月～水・金8:30～20:00木9:00～20:00土8:30～18:00","無",""
"","調剤薬局ツルハドラッグ甲府千塚店","400-0074","山梨県","甲府市","甲府市千塚４－３－２７","19201","055-255-2350","9:00～13:00、14:00～18:00","無",""
